Stockname,Date,Volume
DAX,10/09/2021,333230000
DAX,13/09/2021,334190000
DAX,14/09/2021,325140000
DAX,15/09/2021,317490000
DAX,16/09/2021,278270000
DAX,17/09/2021,560630000
DAX,20/09/2021,435780000
DAX,21/09/2021,306970000
DAX,22/09/2021,296590000
DAX,23/09/2021,283890000
DAX,24/09/2021,254310000
DAX,27/09/2021,289480000
DAX,28/09/2021,379020000
DAX,29/09/2021,290350000
DAX,30/09/2021,354830000
DAX,01/10/2021,427580000
DAX,04/10/2021,396860000
DAX,05/10/2021,311520000
DAX,06/10/2021,322170000
DAX,07/10/2021,273290000
DAX,08/10/2021,238080000
DAX,11/10/2021,256820000
DAX,12/10/2021,319010000
DAX,13/10/2021,316220000
DAX,14/10/2021,338540000
DAX,15/10/2021,327870000
DAX,18/10/2021,312640000
DAX,19/10/2021,278510000
DAX,20/10/2021,265750000
DAX,21/10/2021,298390000
DAX,22/10/2021,346290000
DAX,25/10/2021,267220000
DAX,26/10/2021,321910000
DAX,27/10/2021,354180000
DAX,28/10/2021,337400000
DAX,29/10/2021,399400000
DAX,01/11/2021,292880000
DAX,02/11/2021,304510000
DAX,03/11/2021,262540000
DAX,04/11/2021,307640000
DAX,05/11/2021,344600000
DAX,08/11/2021,284400000
DAX,09/11/2021,258020000
DAX,10/11/2021,278390000
DAX,11/11/2021,270320000
DAX,12/11/2021,293180000
DAX,15/11/2021,280660000
DAX,16/11/2021,308290000
DAX,17/11/2021,358310000
DAX,18/11/2021,435080000
DAX,19/11/2021,408840000
DAX,22/11/2021,420810000
DAX,23/11/2021,392520000
DAX,24/11/2021,280960000
DAX,26/11/2021,324580000
DAX,29/11/2021,416040000
DAX,30/11/2021,678800000
DAX,01/12/2021,496000000
DAX,02/12/2021,466900000
DAX,03/12/2021,439550000
DAX,06/12/2021,416720000
DAX,07/12/2021,474940000
DAX,08/12/2021,387650000
DAX,09/12/2021,353020000
DAX,10/12/2021,361200000
DAX,13/12/2021,441110000
DAX,14/12/2021,440900000
DAX,15/12/2021,424720000
DAX,16/12/2021,473620000
DAX,17/12/2021,750480000
DAX,20/12/2021,386590000
DAX,21/12/2021,346080000
DAX,22/12/2021,281930000
DAX,23/12/2021,247420000
DAX,27/12/2021,244350000
DAX,28/12/2021,239090000
DAX,29/12/2021,213480000
DAX,30/12/2021,205620000
DAX,31/12/2021,213200000
DOWJONES,02/01/2018,341130000
DOWJONES,03/01/2018,456790000
DOWJONES,04/01/2018,403280000
DOWJONES,05/01/2018,358020000
DOWJONES,08/01/2018,341390000
DOWJONES,09/01/2018,333490000
DOWJONES,10/01/2018,341470000
DOWJONES,11/01/2018,346830000
DOWJONES,12/01/2018,376390000
DOWJONES,16/01/2018,606520000
DOWJONES,17/01/2018,522720000
DOWJONES,18/01/2018,492780000
DOWJONES,19/01/2018,585000000
DOWJONES,22/01/2018,431200000
DOWJONES,23/01/2018,433490000
DOWJONES,24/01/2018,518790000
DOWJONES,25/01/2018,401390000
DOWJONES,26/01/2018,477780000
DOWJONES,29/01/2018,421000000
DOWJONES,30/01/2018,448330000
DOWJONES,31/01/2018,479130000
DOWJONES,01/02/2018,410620000
DOWJONES,02/02/2018,522880000
DOWJONES,05/02/2018,714450000
DOWJONES,06/02/2018,823940000
DOWJONES,07/02/2018,504620000
DOWJONES,08/02/2018,657500000
DOWJONES,09/02/2018,735030000
DOWJONES,12/02/2018,496610000
DOWJONES,13/02/2018,374410000
DOWJONES,14/02/2018,431160000
DOWJONES,15/02/2018,416780000
DOWJONES,16/02/2018,406730000
DOWJONES,20/02/2018,421510000
DOWJONES,21/02/2018,456070000
DOWJONES,22/02/2018,378900000
DOWJONES,23/02/2018,335420000
DOWJONES,26/02/2018,473360000
DOWJONES,27/02/2018,438390000
DOWJONES,28/02/2018,451870000
DOWJONES,01/03/2018,506280000
DOWJONES,02/03/2018,437130000
DOWJONES,05/03/2018,383910000
DOWJONES,06/03/2018,331770000
DOWJONES,07/03/2018,394070000
DOWJONES,08/03/2018,327300000
DOWJONES,09/03/2018,371570000
DOWJONES,12/03/2018,362580000
DOWJONES,13/03/2018,447880000
DOWJONES,14/03/2018,356830000
DOWJONES,15/03/2018,316310000
DOWJONES,16/03/2018,654240000
DOWJONES,19/03/2018,377990000
DOWJONES,20/03/2018,342510000
DOWJONES,21/03/2018,343230000
DOWJONES,22/03/2018,439280000
DOWJONES,23/03/2018,482550000
DOWJONES,26/03/2018,479540000
DOWJONES,27/03/2018,524480000
DOWJONES,28/03/2018,530040000
DOWJONES,29/03/2018,463550000
DOWJONES,02/04/2018,509820000
DOWJONES,03/04/2018,394130000
DOWJONES,04/04/2018,388540000
DOWJONES,05/04/2018,347790000
DOWJONES,06/04/2018,395990000
DOWJONES,09/04/2018,380790000
DOWJONES,10/04/2018,368590000
DOWJONES,11/04/2018,286360000
DOWJONES,12/04/2018,336130000
DOWJONES,13/04/2018,331890000
DOWJONES,16/04/2018,305070000
DOWJONES,17/04/2018,342410000
DOWJONES,18/04/2018,302030000
DOWJONES,19/04/2018,381110000
DOWJONES,20/04/2018,537770000
DOWJONES,23/04/2018,351030000
DOWJONES,24/04/2018,468180000
DOWJONES,25/04/2018,437100000
DOWJONES,26/04/2018,390360000
DOWJONES,27/04/2018,392810000
DOWJONES,30/04/2018,416650000
DOWJONES,01/05/2018,380070000
DOWJONES,02/05/2018,385350000
DOWJONES,03/05/2018,389240000
DOWJONES,04/05/2018,329480000
DOWJONES,07/05/2018,307670000
DOWJONES,08/05/2018,344940000
DOWJONES,09/05/2018,361580000
DOWJONES,10/05/2018,304210000
DOWJONES,11/05/2018,274150000
DOWJONES,14/05/2018,282860000
DOWJONES,15/05/2018,301900000
DOWJONES,16/05/2018,280810000
DOWJONES,17/05/2018,314650000
DOWJONES,18/05/2018,269700000
DOWJONES,21/05/2018,308920000
DOWJONES,22/05/2018,288200000
DOWJONES,23/05/2018,399610000
DOWJONES,24/05/2018,347050000
DOWJONES,25/05/2018,257210000
DOWJONES,29/05/2018,395810000
DOWJONES,30/05/2018,324870000
DOWJONES,31/05/2018,429740000
DOWJONES,01/06/2018,315710000
DOWJONES,04/06/2018,340400000
DOWJONES,05/06/2018,306340000
DOWJONES,06/06/2018,316090000
DOWJONES,07/06/2018,357680000
DOWJONES,08/06/2018,317510000
DOWJONES,11/06/2018,276740000
DOWJONES,12/06/2018,265750000
DOWJONES,13/06/2018,329700000
DOWJONES,14/06/2018,341170000
DOWJONES,15/06/2018,659370000
DOWJONES,18/06/2018,337070000
DOWJONES,19/06/2018,376380000
DOWJONES,20/06/2018,359520000
DOWJONES,21/06/2018,349570000
DOWJONES,22/06/2018,473970000
DOWJONES,25/06/2018,439130000
DOWJONES,26/06/2018,301130000
DOWJONES,27/06/2018,313790000
DOWJONES,28/06/2018,305020000
DOWJONES,29/06/2018,329070000
DOWJONES,02/07/2018,244110000
DOWJONES,03/07/2018,160960000
DOWJONES,05/07/2018,237670000
DOWJONES,06/07/2018,219450000
DOWJONES,09/07/2018,240580000
DOWJONES,10/07/2018,235040000
DOWJONES,11/07/2018,237370000
DOWJONES,12/07/2018,233150000
DOWJONES,13/07/2018,255520000
DOWJONES,16/07/2018,231270000
DOWJONES,17/07/2018,250450000
DOWJONES,18/07/2018,252870000
DOWJONES,19/07/2018,285760000
DOWJONES,20/07/2018,274080000
DOWJONES,23/07/2018,228820000
DOWJONES,24/07/2018,274940000
DOWJONES,25/07/2018,273670000
DOWJONES,26/07/2018,297530000
DOWJONES,27/07/2018,329680000
DOWJONES,30/07/2018,296880000
DOWJONES,31/07/2018,348700000
DOWJONES,01/08/2018,315880000
DOWJONES,02/08/2018,307700000
DOWJONES,03/08/2018,239020000
DOWJONES,06/08/2018,238990000
DOWJONES,07/08/2018,239910000
DOWJONES,08/08/2018,217770000
DOWJONES,09/08/2018,214970000
DOWJONES,10/08/2018,234480000
DOWJONES,13/08/2018,219990000
DOWJONES,14/08/2018,219210000
DOWJONES,15/08/2018,295810000
DOWJONES,16/08/2018,342430000
DOWJONES,17/08/2018,284160000
DOWJONES,20/08/2018,248570000
DOWJONES,21/08/2018,241620000
DOWJONES,22/08/2018,200480000
DOWJONES,23/08/2018,213270000
DOWJONES,24/08/2018,200330000
DOWJONES,27/08/2018,220510000
DOWJONES,28/08/2018,211470000
DOWJONES,29/08/2018,214960000
DOWJONES,30/08/2018,240440000
DOWJONES,31/08/2018,273440000
DOWJONES,04/09/2018,254600000
DOWJONES,05/09/2018,289210000
DOWJONES,06/09/2018,262380000
DOWJONES,07/09/2018,281350000
DOWJONES,10/09/2018,252170000
DOWJONES,11/09/2018,265960000
DOWJONES,12/09/2018,282770000
DOWJONES,13/09/2018,260800000
DOWJONES,14/09/2018,228640000
DOWJONES,17/09/2018,230230000
DOWJONES,18/09/2018,243000000
DOWJONES,19/09/2018,251330000
DOWJONES,20/09/2018,260480000
DOWJONES,21/09/2018,657620000
DOWJONES,24/09/2018,254850000
DOWJONES,25/09/2018,234110000
DOWJONES,26/09/2018,262620000
DOWJONES,27/09/2018,226350000
DOWJONES,28/09/2018,264030000
DOWJONES,01/10/2018,238320000
DOWJONES,02/10/2018,258290000
DOWJONES,03/10/2018,280130000
DOWJONES,04/10/2018,289600000
DOWJONES,05/10/2018,267100000
DOWJONES,08/10/2018,273020000
DOWJONES,09/10/2018,282560000
DOWJONES,10/10/2018,438200000
DOWJONES,11/10/2018,522880000
DOWJONES,12/10/2018,397510000
DOWJONES,15/10/2018,287320000
DOWJONES,16/10/2018,305800000
DOWJONES,17/10/2018,298210000
DOWJONES,18/10/2018,328020000
DOWJONES,19/10/2018,350810000
DOWJONES,22/10/2018,314940000
DOWJONES,23/10/2018,436430000
DOWJONES,24/10/2018,496400000
DOWJONES,25/10/2018,439670000
DOWJONES,26/10/2018,505310000
DOWJONES,29/10/2018,443850000
DOWJONES,30/10/2018,470050000
DOWJONES,31/10/2018,448930000
DOWJONES,01/11/2018,383970000
DOWJONES,02/11/2018,429480000
DOWJONES,05/11/2018,334740000
DOWJONES,06/11/2018,265450000
DOWJONES,07/11/2018,361780000
DOWJONES,08/11/2018,295650000
DOWJONES,09/11/2018,324450000
DOWJONES,12/11/2018,346910000
DOWJONES,13/11/2018,339690000
DOWJONES,14/11/2018,384240000
DOWJONES,15/11/2018,392750000
DOWJONES,16/11/2018,354460000
DOWJONES,19/11/2018,358090000
DOWJONES,20/11/2018,445920000
DOWJONES,21/11/2018,289370000
DOWJONES,23/11/2018,155940000
DOWJONES,26/11/2018,306280000
DOWJONES,27/11/2018,308250000
DOWJONES,28/11/2018,362160000
DOWJONES,29/11/2018,305110000
DOWJONES,30/11/2018,482250000
DOWJONES,03/12/2018,388480000
DOWJONES,04/12/2018,418900000
DOWJONES,06/12/2018,471690000
DOWJONES,07/12/2018,398230000
DOWJONES,10/12/2018,389690000
DOWJONES,11/12/2018,342960000
DOWJONES,12/12/2018,344330000
DOWJONES,13/12/2018,299970000
DOWJONES,14/12/2018,416940000
DOWJONES,17/12/2018,466740000
DOWJONES,18/12/2018,408070000
DOWJONES,19/12/2018,503550000
DOWJONES,20/12/2018,576700000
DOWJONES,21/12/2018,900510000
DOWJONES,24/12/2018,308420000
DOWJONES,26/12/2018,433080000
DOWJONES,27/12/2018,407940000
DOWJONES,28/12/2018,336510000
DOWJONES,31/12/2018,288830000
DOWJONES,02/01/2019,321570000
DOWJONES,03/01/2019,424240000
DOWJONES,04/01/2019,396020000
DOWJONES,07/01/2019,334200000
DOWJONES,08/01/2019,317420000
DOWJONES,09/01/2019,324570000
DOWJONES,10/01/2019,338150000
DOWJONES,11/01/2019,262650000
DOWJONES,14/01/2019,277560000
DOWJONES,15/01/2019,291570000
DOWJONES,16/01/2019,302830000
DOWJONES,17/01/2019,288590000
DOWJONES,18/01/2019,372970000
DOWJONES,22/01/2019,338480000
DOWJONES,23/01/2019,318600000
DOWJONES,24/01/2019,320170000
DOWJONES,25/01/2019,376890000
DOWJONES,28/01/2019,347170000
DOWJONES,29/01/2019,330870000
DOWJONES,30/01/2019,397330000
DOWJONES,31/01/2019,507350000
DOWJONES,01/02/2019,372090000
DOWJONES,04/02/2019,298540000
DOWJONES,05/02/2019,310650000
DOWJONES,06/02/2019,247590000
DOWJONES,07/02/2019,295460000
DOWJONES,08/02/2019,248210000
DOWJONES,11/02/2019,241700000
DOWJONES,12/02/2019,278110000
DOWJONES,13/02/2019,263330000
DOWJONES,14/02/2019,313010000
DOWJONES,15/02/2019,328530000
DOWJONES,19/02/2019,280620000
DOWJONES,20/02/2019,287880000
DOWJONES,21/02/2019,255710000
DOWJONES,22/02/2019,279760000
DOWJONES,25/02/2019,281600000
DOWJONES,26/02/2019,257850000
DOWJONES,27/02/2019,255380000
DOWJONES,28/02/2019,338520000
DOWJONES,01/03/2019,289890000
DOWJONES,04/03/2019,295510000
DOWJONES,05/03/2019,252260000
DOWJONES,06/03/2019,256250000
DOWJONES,07/03/2019,289140000
DOWJONES,08/03/2019,270500000
DOWJONES,11/03/2019,309790000
DOWJONES,12/03/2019,317730000
DOWJONES,13/03/2019,331410000
DOWJONES,14/03/2019,302790000
DOWJONES,15/03/2019,616910000
DOWJONES,18/03/2019,303170000
DOWJONES,19/03/2019,342250000
DOWJONES,20/03/2019,321980000
DOWJONES,21/03/2019,335250000
DOWJONES,22/03/2019,386510000
DOWJONES,25/03/2019,303120000
DOWJONES,26/03/2019,305110000
DOWJONES,27/03/2019,270340000
DOWJONES,28/03/2019,237170000
DOWJONES,29/03/2019,300620000
DOWJONES,01/04/2019,295570000
DOWJONES,02/04/2019,250940000
DOWJONES,03/04/2019,271980000
DOWJONES,04/04/2019,233040000
DOWJONES,05/04/2019,229550000
DOWJONES,08/04/2019,229380000
DOWJONES,09/04/2019,244410000
DOWJONES,10/04/2019,203130000
DOWJONES,11/04/2019,211680000
DOWJONES,12/04/2019,369910000
DOWJONES,15/04/2019,250620000
DOWJONES,16/04/2019,302340000
DOWJONES,17/04/2019,367780000
DOWJONES,18/04/2019,332850000
DOWJONES,22/04/2019,232570000
DOWJONES,23/04/2019,311690000
DOWJONES,24/04/2019,283370000
DOWJONES,25/04/2019,296730000
DOWJONES,26/04/2019,317290000
DOWJONES,29/04/2019,279450000
DOWJONES,30/04/2019,340320000
DOWJONES,01/05/2019,303850000
DOWJONES,02/05/2019,287610000
DOWJONES,03/05/2019,248900000
DOWJONES,06/05/2019,283020000
DOWJONES,07/05/2019,334960000
DOWJONES,08/05/2019,276420000
DOWJONES,09/05/2019,334760000
DOWJONES,10/05/2019,294580000
DOWJONES,13/05/2019,361240000
DOWJONES,14/05/2019,291570000
DOWJONES,15/05/2019,270720000
DOWJONES,16/05/2019,320960000
DOWJONES,17/05/2019,283760000
DOWJONES,20/05/2019,279560000
DOWJONES,21/05/2019,260870000
DOWJONES,22/05/2019,241760000
DOWJONES,23/05/2019,316940000
DOWJONES,24/05/2019,201370000
DOWJONES,28/05/2019,358980000
DOWJONES,29/05/2019,298930000
DOWJONES,30/05/2019,215240000
DOWJONES,31/05/2019,292230000
DOWJONES,03/06/2019,328240000
DOWJONES,04/06/2019,281690000
DOWJONES,05/06/2019,262660000
DOWJONES,06/06/2019,248070000
DOWJONES,07/06/2019,263010000
DOWJONES,10/06/2019,249280000
DOWJONES,11/06/2019,253490000
DOWJONES,12/06/2019,223690000
DOWJONES,13/06/2019,213400000
DOWJONES,14/06/2019,208020000
DOWJONES,17/06/2019,199500000
DOWJONES,18/06/2019,273490000
DOWJONES,19/06/2019,240950000
DOWJONES,20/06/2019,278170000
DOWJONES,21/06/2019,485560000
DOWJONES,24/06/2019,232390000
DOWJONES,25/06/2019,282160000
DOWJONES,26/06/2019,274340000
DOWJONES,27/06/2019,246930000
DOWJONES,28/06/2019,499350000
DOWJONES,01/07/2019,267670000
DOWJONES,02/07/2019,219270000
DOWJONES,03/07/2019,149840000
DOWJONES,05/07/2019,192170000
DOWJONES,08/07/2019,214290000
DOWJONES,09/07/2019,218330000
DOWJONES,10/07/2019,207990000
DOWJONES,11/07/2019,252300000
DOWJONES,12/07/2019,248390000
DOWJONES,15/07/2019,199730000
DOWJONES,16/07/2019,226000000
DOWJONES,17/07/2019,193930000
DOWJONES,18/07/2019,216070000
DOWJONES,19/07/2019,287690000
DOWJONES,22/07/2019,216310000
DOWJONES,23/07/2019,248850000
DOWJONES,24/07/2019,244320000
DOWJONES,25/07/2019,241420000
DOWJONES,26/07/2019,233650000
DOWJONES,29/07/2019,250850000
DOWJONES,30/07/2019,293250000
DOWJONES,31/07/2019,385150000
DOWJONES,01/08/2019,386320000
DOWJONES,02/08/2019,327640000
DOWJONES,05/08/2019,422240000
DOWJONES,06/08/2019,318160000
DOWJONES,07/08/2019,344790000
DOWJONES,08/08/2019,282530000
DOWJONES,09/08/2019,240260000
DOWJONES,12/08/2019,199390000
DOWJONES,13/08/2019,308900000
DOWJONES,14/08/2019,352250000
DOWJONES,15/08/2019,332600000
DOWJONES,16/08/2019,276210000
DOWJONES,19/08/2019,252640000
DOWJONES,20/08/2019,238100000
DOWJONES,21/08/2019,208790000
DOWJONES,22/08/2019,222810000
DOWJONES,23/08/2019,364260000
DOWJONES,26/08/2019,222780000
DOWJONES,27/08/2019,263530000
DOWJONES,28/08/2019,207070000
DOWJONES,29/08/2019,208650000
DOWJONES,30/08/2019,216160000
DOWJONES,03/09/2019,223210000
DOWJONES,04/09/2019,202710000
DOWJONES,05/09/2019,256670000
DOWJONES,06/09/2019,209700000
DOWJONES,09/09/2019,273120000
DOWJONES,10/09/2019,322340000
DOWJONES,11/09/2019,272590000
DOWJONES,12/09/2019,250010000
DOWJONES,13/09/2019,255260000
DOWJONES,16/09/2019,220620000
DOWJONES,17/09/2019,223580000
DOWJONES,18/09/2019,212860000
DOWJONES,19/09/2019,212360000
DOWJONES,20/09/2019,497640000
DOWJONES,23/09/2019,204240000
DOWJONES,24/09/2019,301750000
DOWJONES,25/09/2019,237220000
DOWJONES,26/09/2019,229180000
DOWJONES,27/09/2019,217780000
DOWJONES,30/09/2019,222680000
DOWJONES,01/10/2019,260110000
DOWJONES,02/10/2019,309640000
DOWJONES,03/10/2019,241610000
DOWJONES,04/10/2019,221310000
DOWJONES,07/10/2019,195200000
DOWJONES,08/10/2019,244590000
DOWJONES,09/10/2019,190060000
DOWJONES,10/10/2019,217680000
DOWJONES,11/10/2019,282080000
DOWJONES,14/10/2019,178620000
DOWJONES,15/10/2019,245510000
DOWJONES,16/10/2019,214660000
DOWJONES,17/10/2019,222540000
DOWJONES,18/10/2019,288970000
DOWJONES,21/10/2019,241030000
DOWJONES,22/10/2019,265510000
DOWJONES,23/10/2019,247680000
DOWJONES,24/10/2019,253590000
DOWJONES,25/10/2019,274610000
DOWJONES,28/10/2019,290770000
DOWJONES,29/10/2019,269610000
DOWJONES,30/10/2019,231750000
DOWJONES,31/10/2019,273830000
DOWJONES,01/11/2019,270870000
DOWJONES,04/11/2019,273030000
DOWJONES,05/11/2019,286350000
DOWJONES,06/11/2019,237910000
DOWJONES,07/11/2019,259020000
DOWJONES,08/11/2019,221440000
DOWJONES,11/11/2019,202350000
DOWJONES,12/11/2019,213670000
DOWJONES,13/11/2019,278390000
DOWJONES,14/11/2019,303970000
DOWJONES,15/11/2019,283720000
DOWJONES,18/11/2019,252320000
DOWJONES,19/11/2019,245890000
DOWJONES,20/11/2019,258140000
DOWJONES,21/11/2019,232020000
DOWJONES,22/11/2019,214780000
DOWJONES,25/11/2019,248420000
DOWJONES,26/11/2019,324050000
DOWJONES,27/11/2019,198210000
DOWJONES,29/11/2019,120630000
DOWJONES,02/12/2019,236610000
DOWJONES,03/12/2019,275350000
DOWJONES,04/12/2019,218200000
DOWJONES,05/12/2019,208600000
DOWJONES,06/12/2019,223310000
DOWJONES,09/12/2019,217000000
DOWJONES,10/12/2019,213250000
DOWJONES,11/12/2019,213510000
DOWJONES,12/12/2019,277740000
DOWJONES,13/12/2019,250660000
DOWJONES,16/12/2019,286770000
DOWJONES,17/12/2019,286770000
DOWJONES,18/12/2019,289890000
DOWJONES,19/12/2019,262570000
DOWJONES,20/12/2019,603780000
DOWJONES,23/12/2019,223530000
DOWJONES,24/12/2019,86150000
DOWJONES,26/12/2019,155970000
DOWJONES,27/12/2019,182280000
DOWJONES,30/12/2019,181600000
DOWJONES,31/12/2019,193340000
DOWJONES,02/01/2020,251820000
DOWJONES,03/01/2020,239590000
DOWJONES,06/01/2020,252760000
DOWJONES,07/01/2020,258900000
DOWJONES,08/01/2020,291750000
DOWJONES,09/01/2020,275060000
DOWJONES,10/01/2020,237830000
DOWJONES,13/01/2020,249830000
DOWJONES,14/01/2020,287440000
DOWJONES,15/01/2020,260270000
DOWJONES,16/01/2020,252110000
DOWJONES,17/01/2020,321820000
DOWJONES,21/01/2020,320640000
DOWJONES,22/01/2020,283440000
DOWJONES,23/01/2020,307060000
DOWJONES,24/01/2020,380010000
DOWJONES,27/01/2020,337270000
DOWJONES,28/01/2020,330140000
DOWJONES,29/01/2020,302290000
DOWJONES,30/01/2020,326850000
DOWJONES,31/01/2020,403890000
DOWJONES,03/02/2020,307910000
DOWJONES,04/02/2020,332750000
DOWJONES,05/02/2020,357540000
DOWJONES,06/02/2020,263700000
DOWJONES,07/02/2020,252860000
DOWJONES,10/02/2020,250510000
DOWJONES,11/02/2020,279540000
DOWJONES,12/02/2020,309530000
DOWJONES,13/02/2020,291150000
DOWJONES,14/02/2020,231000000
DOWJONES,18/02/2020,256600000
DOWJONES,19/02/2020,240640000
DOWJONES,20/02/2020,287780000
DOWJONES,21/02/2020,311210000
DOWJONES,24/02/2020,452580000
DOWJONES,25/02/2020,513270000
DOWJONES,26/02/2020,472450000
DOWJONES,27/02/2020,664980000
DOWJONES,28/02/2020,915990000
DOWJONES,02/03/2020,637200000
DOWJONES,03/03/2020,647080000
DOWJONES,04/03/2020,457590000
DOWJONES,05/03/2020,477370000
DOWJONES,06/03/2020,599780000
DOWJONES,09/03/2020,750430000
DOWJONES,10/03/2020,654860000
DOWJONES,11/03/2020,663960000
DOWJONES,12/03/2020,908260000
DOWJONES,13/03/2020,843080000
DOWJONES,16/03/2020,770130000
DOWJONES,17/03/2020,793060000
DOWJONES,18/03/2020,871360000
DOWJONES,19/03/2020,780300000
DOWJONES,20/03/2020,872290000
DOWJONES,23/03/2020,787970000
DOWJONES,24/03/2020,799340000
DOWJONES,25/03/2020,796320000
DOWJONES,26/03/2020,705180000
DOWJONES,27/03/2020,588830000
DOWJONES,30/03/2020,545540000
DOWJONES,31/03/2020,571210000
DOWJONES,01/04/2020,506680000
DOWJONES,02/04/2020,529540000
DOWJONES,03/04/2020,450010000
DOWJONES,06/04/2020,610760000
DOWJONES,07/04/2020,594660000
DOWJONES,08/04/2020,472740000
DOWJONES,09/04/2020,566400000
DOWJONES,13/04/2020,394320000
DOWJONES,14/04/2020,485910000
DOWJONES,15/04/2020,437630000
DOWJONES,16/04/2020,471050000
DOWJONES,17/04/2020,525950000
DOWJONES,20/04/2020,423410000
DOWJONES,21/04/2020,485140000
DOWJONES,22/04/2020,352880000
DOWJONES,23/04/2020,389290000
DOWJONES,24/04/2020,376020000
DOWJONES,27/04/2020,389390000
DOWJONES,28/04/2020,400250000
DOWJONES,29/04/2020,455290000
DOWJONES,30/04/2020,487840000
DOWJONES,01/05/2020,418160000
DOWJONES,04/05/2020,355360000
DOWJONES,05/05/2020,369710000
DOWJONES,06/05/2020,377450000
DOWJONES,07/05/2020,369890000
DOWJONES,08/05/2020,335760000
DOWJONES,11/05/2020,352400000
DOWJONES,12/05/2020,359480000
DOWJONES,13/05/2020,469950000
DOWJONES,14/05/2020,472700000
DOWJONES,15/05/2020,491510000
DOWJONES,18/05/2020,484190000
DOWJONES,19/05/2020,374100000
DOWJONES,20/05/2020,366510000
DOWJONES,21/05/2020,346770000
DOWJONES,22/05/2020,255660000
DOWJONES,26/05/2020,424380000
DOWJONES,27/05/2020,411230000
DOWJONES,28/05/2020,377800000
DOWJONES,29/05/2020,527620000
DOWJONES,01/06/2020,338310000
DOWJONES,02/06/2020,352610000
DOWJONES,03/06/2020,398790000
DOWJONES,04/06/2020,372190000
DOWJONES,05/06/2020,542310000
DOWJONES,08/06/2020,430200000
DOWJONES,09/06/2020,381430000
DOWJONES,10/06/2020,448930000
DOWJONES,11/06/2020,647780000
DOWJONES,12/06/2020,514440000
DOWJONES,15/06/2020,461230000
DOWJONES,16/06/2020,489500000
DOWJONES,17/06/2020,328830000
DOWJONES,18/06/2020,328390000
DOWJONES,19/06/2020,669390000
DOWJONES,22/06/2020,351780000
DOWJONES,23/06/2020,389980000
DOWJONES,24/06/2020,450120000
DOWJONES,25/06/2020,384560000
DOWJONES,26/06/2020,640860000
DOWJONES,29/06/2020,378070000
DOWJONES,30/06/2020,410780000
DOWJONES,01/07/2020,373180000
DOWJONES,02/07/2020,349130000
DOWJONES,06/07/2020,340690000
DOWJONES,07/07/2020,346820000
DOWJONES,08/07/2020,337300000
DOWJONES,09/07/2020,387610000
DOWJONES,10/07/2020,338170000
DOWJONES,13/07/2020,425320000
DOWJONES,14/07/2020,401640000
DOWJONES,15/07/2020,384900000
DOWJONES,16/07/2020,287330000
DOWJONES,17/07/2020,296460000
DOWJONES,20/07/2020,309390000
DOWJONES,21/07/2020,364930000
DOWJONES,22/07/2020,404340000
DOWJONES,23/07/2020,419800000
DOWJONES,24/07/2020,494170000
DOWJONES,27/07/2020,400930000
DOWJONES,28/07/2020,361090000
DOWJONES,29/07/2020,347580000
DOWJONES,30/07/2020,351540000
DOWJONES,31/07/2020,488050000
DOWJONES,03/08/2020,439380000
DOWJONES,04/08/2020,346350000
DOWJONES,05/08/2020,366000000
DOWJONES,06/08/2020,322460000
DOWJONES,07/08/2020,321170000
DOWJONES,10/08/2020,360340000
DOWJONES,11/08/2020,428220000
DOWJONES,12/08/2020,340210000
DOWJONES,13/08/2020,360160000
DOWJONES,14/08/2020,275540000
DOWJONES,17/08/2020,286860000
DOWJONES,18/08/2020,276170000
DOWJONES,19/08/2020,311460000
DOWJONES,20/08/2020,304550000
DOWJONES,21/08/2020,372720000
DOWJONES,24/08/2020,383880000
DOWJONES,25/08/2020,338420000
DOWJONES,26/08/2020,327070000
DOWJONES,27/08/2020,404340000
DOWJONES,28/08/2020,369740000
DOWJONES,31/08/2020,517320000
DOWJONES,01/09/2020,423410000
DOWJONES,02/09/2020,539510000
DOWJONES,03/09/2020,650080000
DOWJONES,04/09/2020,694640000
DOWJONES,08/09/2020,580860000
DOWJONES,09/09/2020,460590000
DOWJONES,10/09/2020,442850000
DOWJONES,11/09/2020,435330000
DOWJONES,14/09/2020,380750000
DOWJONES,15/09/2020,414520000
DOWJONES,16/09/2020,416650000
DOWJONES,17/09/2020,437230000
DOWJONES,18/09/2020,698710000
DOWJONES,21/09/2020,523660000
DOWJONES,22/09/2020,420720000
DOWJONES,23/09/2020,459470000
DOWJONES,24/09/2020,447810000
DOWJONES,25/09/2020,388900000
DOWJONES,28/09/2020,401860000
DOWJONES,29/09/2020,303820000
DOWJONES,30/09/2020,452550000
DOWJONES,01/10/2020,373450000
DOWJONES,02/10/2020,392770000
DOWJONES,05/10/2020,318210000
DOWJONES,06/10/2020,435030000
DOWJONES,07/10/2020,328750000
DOWJONES,08/10/2020,314750000
DOWJONES,09/10/2020,324050000
DOWJONES,12/10/2020,493680000
DOWJONES,13/10/2020,526110000
DOWJONES,14/10/2020,370800000
DOWJONES,15/10/2020,328940000
DOWJONES,16/10/2020,356140000
DOWJONES,19/10/2020,358700000
DOWJONES,20/10/2020,350220000
DOWJONES,21/10/2020,299420000
DOWJONES,22/10/2020,330320000
DOWJONES,23/10/2020,347300000
DOWJONES,26/10/2020,404150000
DOWJONES,27/10/2020,366400000
