Stockname,Date,Open,High,Low,Close,Adj Close,Volume,Volatility,R,Returns
DOWJONES,16/12/2019,28191.66992,28337.49023,28191.66992,28235.89063,28235.89063,286770000,0.00515913,0.00357236,0.357236216
DOWJONES,17/12/2019,28221.75,28328.63086,28220.56055,28267.16016,28267.16016,286770000,0.003822175,0.00110744,0.110743912
DOWJONES,18/12/2019,28291.43945,28323.25,28239.2793,28239.2793,28239.2793,289890000,0.00296913,-0.00098633,-0.098633396
DOWJONES,19/12/2019,28278.31055,28381.48047,28278.24023,28376.96094,28376.96094,262570000,0.003644224,0.00487554,0.487553661
DOWJONES,20/12/2019,28608.64063,28608.64063,28445.59961,28455.08984,28455.08984,603780000,0.005715315,0.00275325,0.275325114
DOWJONES,23/12/2019,28491.7793,28582.49023,28491.7793,28551.5293,28551.5293,223530000,0.003178701,0.00338918,0.338918136
DOWJONES,24/12/2019,28572.57031,28576.80078,28503.21094,28515.44922,28515.44922,86150000,0.002578482,-0.00126368,-0.126368292
DOWJONES,26/12/2019,28539.46094,28624.09961,28535.15039,28621.39063,28621.39063,155970000,0.003112332,0.00371523,0.371522851
DOWJONES,27/12/2019,28675.33984,28701.66016,28608.98047,28645.25977,28645.25977,182280000,0.003234295,0.00083396,0.083396157
DOWJONES,30/12/2019,28654.75977,28664.68945,28428.98047,28462.14063,28462.14063,181600000,0.008256969,-0.00639265,-0.63926507
DOWJONES,31/12/2019,28414.64063,28547.34961,28376.49023,28538.43945,28538.43945,193340000,0.006003105,0.00268071,0.268071263
DOWJONES,02/01/2020,28638.9707,28872.80078,28627.76953,28868.80078,28868.80078,251820000,0.008522793,0.01157601,1.157601244
DOWJONES,03/01/2020,28553.33008,28716.31055,28500.35938,28634.88086,28634.88086,239590000,0.007548576,-0.00810286,-0.810286239
DOWJONES,06/01/2020,28465.5,28708.01953,28418.63086,28703.38086,28703.38086,252760000,0.010131564,0.00239219,0.239218736
DOWJONES,07/01/2020,28639.17969,28685.5,28565.2793,28583.67969,28583.67969,258900000,0.004199799,-0.00417028,-0.417028121
DOWJONES,08/01/2020,28556.14063,28866.17969,28522.50977,28745.08984,28745.08984,291750000,0.011977065,0.00564693,0.564693391
DOWJONES,09/01/2020,28851.9707,28988.00977,28844.31055,28956.90039,28956.90039,275060000,0.004969523,0.00736858,0.736858194
DOWJONES,10/01/2020,28977.51953,29009.07031,28789.09961,28823.76953,28823.76953,237830000,0.007611721,-0.00459755,-0.459755216
DOWJONES,13/01/2020,28869.00977,28909.91016,28819.42969,28907.05078,28907.05078,249830000,0.003134647,0.00288933,0.288932542
DOWJONES,14/01/2020,28895.5,29054.16016,28872.26953,28939.66992,28939.66992,287440000,0.006280077,0.00112841,0.112841466
DOWJONES,15/01/2020,28901.80078,29127.58984,28897.34961,29030.2207,29030.2207,260270000,0.007935948,0.00312895,0.312894999
DOWJONES,16/01/2020,29131.94922,29300.32031,29131.94922,29297.64063,29297.64063,252110000,0.005762965,0.00921178,0.921177737
DOWJONES,17/01/2020,29313.31055,29373.61914,29289.91016,29348.09961,29348.09961,321820000,0.00285387,0.00172229,0.172228817
DOWJONES,21/01/2020,29269.05078,29341.21094,29146.4707,29196.03906,29196.03906,320640000,0.006659213,-0.00518127,-0.518127415
DOWJONES,22/01/2020,29263.63086,29320.19922,29172.25977,29186.26953,29186.26953,283440000,0.005058422,-0.00033462,-0.033461834
DOWJONES,23/01/2020,29111.01953,29190.4707,28966.98047,29160.08984,29160.08984,307060000,0.007685733,-0.00089699,-0.089698651
DOWJONES,24/01/2020,29230.39063,29288.78906,28843.31055,28989.73047,28989.73047,380010000,0.015326721,-0.00584221,-0.584221005
DOWJONES,27/01/2020,28542.49023,28671.78906,28440.4707,28535.80078,28535.80078,337270000,0.008100524,-0.01565829,-1.565829287
DOWJONES,28/01/2020,28594.2793,28823.23047,28575.75,28722.84961,28722.84961,330140000,0.008623219,0.00655488,0.655488281
DOWJONES,29/01/2020,28820.5293,28944.24023,28728.18945,28734.44922,28734.44922,302290000,0.007492377,0.00040385,0.040384607
DOWJONES,30/01/2020,28640.16016,28879.71094,28489.75977,28859.43945,28859.43945,326850000,0.013594589,0.00434984,0.434983907
DOWJONES,31/01/2020,28813.03906,28813.03906,28169.5293,28256.0293,28256.0293,403890000,0.022587157,-0.02090859,-2.090858871
DOWJONES,03/02/2020,28319.65039,28630.39063,28319.65039,28399.81055,28399.81055,307910000,0.010912839,0.00508852,0.508851575
DOWJONES,04/02/2020,28696.74023,28904.88086,28696.74023,28807.63086,28807.63086,332750000,0.007226933,0.01435997,1.435996586
DOWJONES,05/02/2020,29048.73047,29308.89063,29000.84961,29290.84961,29290.84961,357540000,0.010565778,0.01677398,1.677398438
DOWJONES,06/02/2020,29388.58008,29408.05078,29246.92969,29379.76953,29379.76953,263700000,0.005493873,0.00303576,0.303575762
DOWJONES,07/02/2020,29286.91992,29286.91992,29056.98047,29102.50977,29102.50977,252860000,0.007882251,-0.00943710,-0.943709785
DOWJONES,10/02/2020,28995.66016,29278.07031,28995.66016,29276.82031,29276.82031,250510000,0.009692613,0.00598954,0.598953635
DOWJONES,11/02/2020,29390.71094,29415.39063,29210.4707,29276.33984,29276.33984,279540000,0.006990798,-0.00001641,-0.001641128
DOWJONES,12/02/2020,29406.75,29568.57031,29406.75,29551.41992,29551.41992,309530000,0.005487744,0.00939599,0.939598603
DOWJONES,13/02/2020,29436.0293,29535.40039,29345.92969,29423.31055,29423.31055,291150000,0.006435702,-0.00433513,-0.433513416
DOWJONES,14/02/2020,29440.4707,29463.03906,29283.17969,29398.08008,29398.08008,231000000,0.006123285,-0.00085750,-0.085749936
DOWJONES,18/02/2020,29282.7793,29330.16016,29116.81055,29232.18945,29232.18945,256600000,0.007300654,-0.00564291,-0.564290694
DOWJONES,19/02/2020,29312.69922,29409.08984,29274.38086,29348.0293,29348.0293,240640000,0.004591045,0.00396275,0.39627497
DOWJONES,20/02/2020,29296.25,29368.44922,28959.65039,29219.98047,29219.98047,287780000,0.014017447,-0.00436312,-0.436311511
DOWJONES,21/02/2020,29146.5293,29146.5293,28892.69922,28992.41016,28992.41016,311210000,0.008746901,-0.00778817,-0.778817461
DOWJONES,24/02/2020,28402.92969,28402.92969,27912.43945,27960.80078,27960.80078,452580000,0.01741985,-0.03558205,-3.558204973
DOWJONES,25/02/2020,28037.65039,28149.19922,26997.61914,27081.35938,27081.35938,513270000,0.041770225,-0.03145265,-3.145265427
DOWJONES,26/02/2020,27159.46094,27542.7793,26890.9707,26957.58984,26957.58984,472450000,0.023949838,-0.00457029,-0.457028535
DOWJONES,27/02/2020,26526,26775.31055,25752.82031,25766.64063,25766.64063,664980000,0.038936067,-0.04417862,-4.417862343
DOWJONES,28/02/2020,25270.83008,25494.24023,24681.00977,25409.35938,25409.35938,915990000,0.032418441,-0.01386604,-1.386603924
DOWJONES,02/03/2020,25590.50977,26706.16992,25391.96094,26703.32031,26703.32031,637200000,0.050461996,0.05092458,5.092457904
DOWJONES,03/03/2020,26762.4707,27084.58984,25706.2793,25917.41016,25917.41016,647080000,0.052229633,-0.02943118,-2.943117713
DOWJONES,04/03/2020,26383.67969,27102.33984,26286.31055,27090.85938,27090.85938,457590000,0.030571773,0.04527648,4.527648452
DOWJONES,05/03/2020,26671.91992,26671.91992,25943.33008,26121.2793,26121.2793,477370000,0.027696777,-0.03578993,-3.57899344
DOWJONES,06/03/2020,25457.21094,25994.38086,25226.61914,25864.7793,25864.7793,599780000,0.029980642,-0.00981958,-0.981958031
DOWJONES,09/03/2020,24992.35938,24992.35938,23706.07031,23851.01953,23851.01953,750430000,0.052839007,-0.07785722,-7.785721837
DOWJONES,10/03/2020,24453,25020.99023,23690.33984,25018.16016,25018.16016,654860000,0.054647718,0.04893462,4.893462221
DOWJONES,11/03/2020,24604.63086,24604.63086,23328.32031,23553.2207,23553.2207,663960000,0.053266585,-0.05855504,-5.855504364
DOWJONES,12/03/2020,22184.71094,22837.94922,21154.46094,21200.61914,21200.61914,908260000,0.076572789,-0.09988450,-9.98844952
DOWJONES,13/03/2020,21973.82031,23189.75977,21285.36914,23185.61914,23185.61914,843080000,0.08569085,0.09362934,9.362934105
DOWJONES,16/03/2020,20917.5293,21768.2793,20116.46094,20188.51953,20188.51953,770130000,0.0789154,-0.12926546,-12.92654551
DOWJONES,17/03/2020,20487.05078,21379.34961,19882.25977,21237.38086,21237.38086,793060000,0.072597619,0.05195336,5.195335539
DOWJONES,18/03/2020,20188.68945,20489.33008,18917.46094,19898.91992,19898.91992,871360000,0.079818912,-0.06302382,-6.302382336
DOWJONES,19/03/2020,19830.00977,20442.63086,19177.13086,20087.18945,20087.18945,780300000,0.063904,0.00946129,0.946129392
DOWJONES,20/03/2020,20253.15039,20531.25977,19094.26953,19173.98047,19173.98047,872290000,0.072560326,-0.04546226,-4.546225754
DOWJONES,23/03/2020,19028.35938,19121.00977,18213.65039,18591.92969,18591.92969,787970000,0.048616384,-0.03035628,-3.035628314
DOWJONES,24/03/2020,19722.18945,20737.69922,19649.25,20704.91016,20704.91016,799340000,0.053914093,0.11365041,11.3650412
DOWJONES,25/03/2020,21050.33984,22019.92969,20538.33984,21200.55078,21200.55078,796320000,0.069654563,0.02393831,2.3938313
DOWJONES,26/03/2020,21468.38086,22595.06055,21427.09961,22552.16992,22552.16992,705180000,0.053074865,0.06375396,6.375396347
DOWJONES,27/03/2020,21898.4707,22327.57031,21469.26953,21636.7793,21636.7793,588830000,0.039199663,-0.04058991,-4.058991322
DOWJONES,30/03/2020,21678.2207,22378.08984,21522.08008,22327.48047,22327.48047,545540000,0.039002959,0.03192255,3.192255004
DOWJONES,31/03/2020,22208.41992,22480.36914,21852.08008,21917.16016,21917.16016,571210000,0.028346331,-0.01837737,-1.837736732
DOWJONES,01/04/2020,21227.38086,21487.24023,20784.42969,20943.50977,20943.50977,506680000,0.033255147,-0.04442411,-4.442411256
DOWJONES,02/04/2020,20819.46094,21477.76953,20735.01953,21413.43945,21413.43945,529540000,0.035194389,0.02243796,2.243796217
DOWJONES,03/04/2020,21285.92969,21447.81055,20863.08984,21052.5293,21052.5293,450010000,0.027641007,-0.01685438,-1.685437554
DOWJONES,06/04/2020,21693.63086,22783.44922,21693.63086,22679.99023,22679.99023,610760000,0.049015652,0.07730477,7.730476974
DOWJONES,07/04/2020,23537.43945,23617.24023,22634.44922,22653.85938,22653.85938,594660000,0.042503916,-0.00115215,-0.115215438
DOWJONES,08/04/2020,22893.4707,23513.40039,22682.99023,23433.57031,23433.57031,472740000,0.035955173,0.03441846,3.441845899
DOWJONES,09/04/2020,23690.66016,24008.99023,23504.08984,23719.36914,23719.36914,566400000,0.021253911,0.01219613,1.21961283
DOWJONES,13/04/2020,23698.92969,23698.92969,23095.34961,23390.76953,23390.76953,394320000,0.025798605,-0.01385364,-1.385364038
DOWJONES,14/04/2020,23690.57031,24040.58008,23683.43945,23949.75977,23949.75977,485910000,0.014967193,0.02389790,2.389789867
DOWJONES,15/04/2020,23600.7207,23649.7207,23233.32031,23504.34961,23504.34961,437630000,0.017763837,-0.01859769,-1.859768801
DOWJONES,16/04/2020,23543.66016,23598.08008,23211.38086,23537.67969,23537.67969,471050000,0.016522643,0.00141804,0.141803881
DOWJONES,17/04/2020,23817.15039,24264.21094,23817.15039,24242.49023,24242.49023,525950000,0.018596538,0.02994393,2.994392605
DOWJONES,20/04/2020,24095.09961,24108.68945,23627.18945,23650.43945,23650.43945,423410000,0.020174189,-0.02442203,-2.44220282
DOWJONES,21/04/2020,23365.25,23365.25,22941.88086,23018.88086,23018.88086,485140000,0.018285777,-0.02670388,-2.670388393
DOWJONES,22/04/2020,23437.33984,23613.09961,23339.59961,23475.82031,23475.82031,352880000,0.011650154,0.01985064,1.985063708
DOWJONES,23/04/2020,23543.08984,23885.35938,23483.34961,23515.25977,23515.25977,389290000,0.01697405,0.00168000,0.168000349
DOWJONES,24/04/2020,23628.24023,23826,23417.67969,23775.26953,23775.26953,376020000,0.017286142,0.01105707,1.105706518
DOWJONES,27/04/2020,23866.15039,24207.65039,23840.60938,24133.7793,24133.7793,389390000,0.015278312,0.01507910,1.507910434
DOWJONES,28/04/2020,24357.16992,24512.24023,24031.19922,24101.55078,24101.55078,400250000,0.01981964,-0.00133541,-0.133541123
DOWJONES,29/04/2020,24490.36914,24764.76953,24453.99023,24633.85938,24633.85938,455290000,0.012628658,0.02208607,2.208607259
DOWJONES,30/04/2020,24585.57031,24585.57031,24186.90039,24345.7207,24345.7207,487840000,0.016348518,-0.01169685,-1.169685495
DOWJONES,01/05/2020,24120.7793,24120.7793,23645.30078,23723.68945,23723.68945,418160000,0.019909284,-0.02554992,-2.554992139
DOWJONES,04/05/2020,23581.55078,23769.56055,23361.16016,23749.75977,23749.75977,355360000,0.017330973,0.00109892,0.109891508
DOWJONES,05/05/2020,23958.88086,24169.7207,23868.91016,23883.08984,23883.08984,369710000,0.012523857,0.00561395,0.561395447
DOWJONES,06/05/2020,23978.88086,24054.58984,23661.14063,23664.64063,23664.64063,377450000,0.016491757,-0.00914661,-0.914660588
DOWJONES,07/05/2020,23837.21094,24094.61914,23834.39063,23875.89063,23875.89063,369890000,0.010859021,0.00892682,0.892682054
DOWJONES,08/05/2020,24107.82031,24349.90039,24107.05078,24331.32031,24331.32031,335760000,0.010023398,0.01907488,1.907487712
DOWJONES,11/05/2020,24256.44922,24366.21094,24070.2207,24221.99023,24221.99023,352400000,0.012221954,-0.00449339,-0.449338871
DOWJONES,12/05/2020,24292.83984,24382.08984,23761.58008,23764.7793,23764.7793,359480000,0.025778846,-0.01887586,-1.887586138
DOWJONES,13/05/2020,23702.16016,23708.90039,23067.64063,23247.9707,23247.9707,469950000,0.027419725,-0.02174683,-2.174682935
DOWJONES,14/05/2020,23049.06055,23630.85938,22789.61914,23625.33984,23625.33984,472700000,0.036248327,0.01623235,1.623234754
DOWJONES,15/05/2020,23454.83008,23730.08008,23354.15039,23685.41992,23685.41992,491510000,0.01596873,0.00254304,0.254303559
DOWJONES,18/05/2020,24059.98047,24708.53906,24059.98047,24597.36914,24597.36914,484190000,0.026598996,0.03850256,3.850255656
DOWJONES,19/05/2020,24577.48047,24599.5,24202.96094,24206.85938,24206.85938,374100000,0.016251139,-0.01587608,-1.587607836
DOWJONES,20/05/2020,24455.93945,24649.48047,24455.93945,24575.90039,24575.90039,366510000,0.007882715,0.01524531,1.52453073
DOWJONES,21/05/2020,24564.26953,24718.46094,24370.88086,24474.11914,24474.11914,346770000,0.014161359,-0.00414151,-0.414150645
DOWJONES,22/05/2020,24461.98047,24481.64063,24294.07031,24465.16016,24465.16016,255660000,0.007691174,-0.00036606,-0.036605934
DOWJONES,26/05/2020,24781.83984,25176.41992,24781.83984,24995.10938,24995.10938,424380000,0.015796719,0.02166138,2.166138364
DOWJONES,27/05/2020,25298.63086,25551.56055,25009.86914,25548.26953,25548.26953,411230000,0.02142788,0.02213074,2.213073532
DOWJONES,28/05/2020,25697.35938,25758.78906,25358.73047,25400.64063,25400.64063,377800000,0.015652824,-0.00577843,-0.57784305
DOWJONES,29/05/2020,25324.15039,25482.80078,25031.66992,25383.10938,25383.10938,527620000,0.017861925,-0.00069019,-0.069018929
DOWJONES,01/06/2020,25342.99023,25508.83008,25220.66016,25475.01953,25475.01953,338310000,0.011361164,0.00362092,0.36209177
DOWJONES,02/06/2020,25582.51953,25743.13086,25523.74023,25742.65039,25742.65039,352610000,0.00855882,0.01050562,1.050561942
DOWJONES,03/06/2020,25906.88086,26337.75,25906.88086,26269.89063,26269.89063,398790000,0.016494668,0.02048119,2.04811949
DOWJONES,04/06/2020,26226.49023,26384.09961,26082.31055,26281.82031,26281.82031,372190000,0.011504213,0.00045412,0.04541199
DOWJONES,05/06/2020,26836.80078,27338.30078,26836.80078,27110.98047,27110.98047,542310000,0.018514569,0.03154881,3.154881017
DOWJONES,08/06/2020,27232.92969,27580.21094,27232.48047,27572.43945,27572.43945,430200000,0.012688125,0.01702111,1.702110997
DOWJONES,09/06/2020,27447.36914,27447.36914,27151.06055,27272.30078,27272.30078,381430000,0.010854213,-0.01088546,-1.088545939
DOWJONES,10/06/2020,27251.89063,27355.2207,26938.05078,26989.99023,26989.99023,448930000,0.015367581,-0.01035155,-1.035154871
DOWJONES,11/06/2020,26282.50977,26294.08008,25082.7207,25128.16992,25128.16992,647780000,0.047164631,-0.06898188,-6.898188158
DOWJONES,12/06/2020,25659.41992,25965.55078,25078.41016,25605.53906,25605.53906,514440000,0.034763366,0.01899737,1.899736994
DOWJONES,15/06/2020,25270.39063,25891.58008,24843.17969,25763.16016,25763.16016,461230000,0.041334567,0.00615574,0.61557423
DOWJONES,16/06/2020,26326.67969,26611.0293,25811.69922,26289.98047,26289.98047,489500000,0.030497918,0.02044859,2.044859042
DOWJONES,17/06/2020,26330.51953,26400.07031,26068.41016,26119.60938,26119.60938,328830000,0.012642431,-0.00648046,-0.648045708
DOWJONES,18/06/2020,26016.44922,26154.19922,25848.5293,26080.09961,26080.09961,328390000,0.011756054,-0.00151265,-0.151264781
DOWJONES,19/06/2020,26213.09961,26451.43945,25759.66016,25871.46094,25871.46094,669390000,0.02650087,-0.00799992,-0.799991845
DOWJONES,22/06/2020,25865.08008,26059.81055,25667.67969,26024.96094,26024.96094,351780000,0.015161701,0.00593318,0.593317866
DOWJONES,23/06/2020,26159.39063,26314.9707,26105.9707,26156.09961,26156.09961,389980000,0.007973955,0.00503896,0.503895742
DOWJONES,24/06/2020,25992.96094,25992.96094,25296.73047,25445.93945,25445.93945,450120000,0.027150611,-0.02715084,-2.715084323
DOWJONES,25/06/2020,25365.2207,25769.60938,25209.78906,25745.59961,25745.59961,384560000,0.021963493,0.01177634,1.177634493
DOWJONES,26/06/2020,25641.68945,25641.68945,24971.0293,25015.55078,25015.55078,640860000,0.026503196,-0.02835626,-2.835625664
DOWJONES,29/06/2020,25152.44922,25601.15039,25096.16016,25595.80078,25595.80078,378070000,0.019922435,0.02319557,2.319557163
DOWJONES,30/06/2020,25512.42969,25905.38086,25475.14063,25812.88086,25812.88086,410780000,0.016747603,0.00848108,0.848108179
DOWJONES,01/07/2020,25879.38086,26019.31055,25713.60938,25734.9707,25734.9707,373180000,0.011818576,-0.00301827,-0.301826675
DOWJONES,02/07/2020,25936.44922,26204.41016,25778.11914,25827.35938,25827.35938,349130000,0.016401687,0.00359001,0.359000525
DOWJONES,06/07/2020,25996.08008,26297.5293,25996.08008,26287.0293,26287.0293,340690000,0.011529231,0.01779779,1.779779006
DOWJONES,07/07/2020,26172.00977,26174.92969,25866.58008,25890.17969,25890.17969,346820000,0.01185028,-0.01509678,-1.509678425
DOWJONES,08/07/2020,25950.06055,26109.49023,25816.25,26067.2793,26067.2793,337300000,0.01129472,0.00684042,0.684041641
DOWJONES,09/07/2020,26094.91992,26103.2793,25523.50977,25706.08984,25706.08984,387610000,0.022460971,-0.01385605,-1.385604749
DOWJONES,10/07/2020,25690.34961,26101.32031,25637.5,26075.30078,26075.30078,338170000,0.017929776,0.01436278,1.436278105
DOWJONES,13/07/2020,26225.07031,26639.08984,26044.23047,26085.80078,26085.80078,425320000,0.022583415,0.00040268,0.040267992
DOWJONES,14/07/2020,26044.16992,26690.51953,25994.98047,26642.58984,26642.58984,401640000,0.026404968,0.02134453,2.134452627
DOWJONES,15/07/2020,27009.81055,27071.33008,26692.48047,26870.09961,26870.09961,384900000,0.014093342,0.00853933,0.853932637
DOWJONES,16/07/2020,26746.57031,26879.16016,26590.00977,26734.71094,26734.71094,287330000,0.010815698,-0.00503864,-0.50386367
DOWJONES,17/07/2020,26774.61914,26808.42969,26619.88086,26671.94922,26671.94922,296460000,0.007058041,-0.00234757,-0.234757429
DOWJONES,20/07/2020,26660.28906,26765.01953,26504.19922,26680.86914,26680.86914,309390000,0.009792612,0.00033443,0.033443075
DOWJONES,21/07/2020,26833.14063,27025.38086,26766.2207,26840.40039,26840.40039,364930000,0.009635785,0.00597924,0.597923738
DOWJONES,22/07/2020,26824.56055,27035.24023,26794.18945,27005.83984,27005.83984,404340000,0.008956156,0.00616382,0.616382198
DOWJONES,23/07/2020,26955.9707,26973.84961,26560.03906,26652.33008,26652.33008,419800000,0.015460068,-0.01309012,-1.309012281
DOWJONES,24/07/2020,26533.41016,26625.69922,26402.85938,26469.89063,26469.89063,494170000,0.008404571,-0.00684516,-0.684515948
DOWJONES,27/07/2020,26447.66992,26625.46094,26426.91992,26584.76953,26584.76953,400930000,0.007484752,0.00433998,0.433998393
DOWJONES,28/07/2020,26529.44922,26556.83984,26361.71094,26379.2793,26379.2793,361090000,0.007374721,-0.00772962,-0.77296224
DOWJONES,29/07/2020,26388.43945,26602.44922,26375.39063,26539.57031,26539.57031,347580000,0.008571885,0.00607640,0.607639838
DOWJONES,30/07/2020,26367.41992,26374.92969,25992.2793,26313.65039,26313.65039,351540000,0.014614382,-0.00851257,-0.851256887
DOWJONES,31/07/2020,26409.33008,26440.01953,26013.58984,26428.32031,26428.32031,488050000,0.016259666,0.00435781,0.435781119
DOWJONES,03/08/2020,26542.32031,26707.25977,26534.38086,26664.40039,26664.40039,439380000,0.006494147,0.00893284,0.893284466
DOWJONES,04/08/2020,26664.60938,26832.7207,26597.82031,26828.4707,26828.4707,346350000,0.008792795,0.00615316,0.615315955
DOWJONES,05/08/2020,26924.7793,27221.66992,26924.7793,27201.51953,27201.51953,366000000,0.010966318,0.01390496,1.390496067
DOWJONES,06/08/2020,27170.82031,27394.09961,27145.25,27386.98047,27386.98047,322460000,0.00912557,0.00681804,0.681803602
DOWJONES,07/08/2020,27321.67969,27456.24023,27223.55078,27433.48047,27433.48047,321170000,0.008511037,0.00169789,0.169788707
DOWJONES,10/08/2020,27488.21094,27803.85938,27488.21094,27791.43945,27791.43945,360340000,0.011417618,0.01304825,1.30482525
DOWJONES,11/08/2020,27961.64063,28154.88086,27624.50977,27686.91016,27686.91016,428220000,0.019017313,-0.00376120,-0.37612046
DOWJONES,12/08/2020,27860.24023,28043.89063,27843.32031,27976.83984,27976.83984,340210000,0.007177713,0.01047172,1.047172394
DOWJONES,13/08/2020,27922.50977,27986.09961,27789.7793,27896.7207,27896.7207,360160000,0.007039642,-0.00286377,-0.286376662
DOWJONES,14/08/2020,27828.92969,27977.81055,27759.39063,27931.01953,27931.01953,275540000,0.007837532,0.00122949,0.122949326
DOWJONES,17/08/2020,27970.05078,27999.81055,27816.40039,27844.91016,27844.91016,286860000,0.006571955,-0.00308293,-0.308292971
DOWJONES,18/08/2020,27853.48047,27891.11914,27668.78906,27778.07031,27778.07031,276170000,0.008003299,-0.00240043,-0.240043331
DOWJONES,19/08/2020,27811.25977,27920.41992,27647.66992,27692.88086,27692.88086,311460000,0.009816864,-0.00306679,-0.30667879
DOWJONES,20/08/2020,27622.67969,27781.46094,27526.25,27739.73047,27739.73047,304550000,0.009228831,0.00169176,0.169175646
DOWJONES,21/08/2020,27758.13086,27959.48047,27686.7793,27930.33008,27930.33008,372720000,0.009801318,0.00687100,0.687099719
DOWJONES,24/08/2020,28077.58008,28314.93945,28041.75,28308.46094,28308.46094,383880000,0.00969509,0.01353836,1.353835987
DOWJONES,25/08/2020,28347.41992,28400.74023,28094.57031,28248.43945,28248.43945,338420000,0.010838879,-0.00212027,-0.21202668
DOWJONES,26/08/2020,28257.88086,28353.80078,28153.91016,28331.91992,28331.91992,327070000,0.007074838,0.00295522,0.295522413
DOWJONES,27/08/2020,28384.07031,28634.2207,28363.92969,28492.26953,28492.26953,404340000,0.009484274,0.00565968,0.565968033
DOWJONES,28/08/2020,28601.28906,28733.34961,28487.98047,28653.86914,28653.86914,369740000,0.008576195,0.00567170,0.567170017
DOWJONES,31/08/2020,28643.66016,28643.66016,28363.55078,28430.05078,28430.05078,517320000,0.009827235,-0.00781110,-0.781110428
DOWJONES,01/09/2020,28439.60938,28659.25977,28290.7207,28645.66016,28645.66016,423410000,0.012942734,0.00758385,0.75838549
DOWJONES,02/09/2020,28736.78906,29162.88086,28713.5293,29100.5,29100.5,539510000,0.015528281,0.01587814,1.587814131
DOWJONES,03/09/2020,29090.69922,29199.34961,28074.75977,28292.73047,28292.73047,650080000,0.039275492,-0.02775793,-2.775792615
DOWJONES,04/09/2020,28341.05078,28539.75,27664.67969,28133.31055,28133.31055,694640000,0.031141354,-0.00563466,-0.563466012
DOWJONES,08/09/2020,27925.23047,27925.23047,27464.90039,27500.89063,27500.89063,580860000,0.016621758,-0.02247940,-2.247939925
DOWJONES,09/09/2020,27711.71094,28206.21094,27704.53906,27940.4707,27940.4707,460590000,0.017945935,0.01598421,1.598421214
DOWJONES,10/09/2020,28022.50977,28174.7793,27447.08008,27534.58008,27534.58008,442850000,0.026167437,-0.01452698,-1.45269786
DOWJONES,11/09/2020,27613.85938,27828.82031,27448.15039,27665.64063,27665.64063,435330000,0.013773401,0.00475985,0.475985287
DOWJONES,14/09/2020,27718.74023,28086.06055,27718.74023,27993.33008,27993.33008,380750000,0.01316466,0.01184464,1.184463625
DOWJONES,15/09/2020,28139.75977,28231.06055,27931.44922,27995.59961,27995.59961,414520000,0.010669544,0.00008107,0.008107396
DOWJONES,16/09/2020,28031.68945,28364.76953,28021.66992,28032.38086,28032.38086,416650000,0.012169729,0.00131382,0.131382255
DOWJONES,17/09/2020,27834.17969,28056.78906,27647.92969,27901.98047,27901.98047,437230000,0.014679787,-0.00465178,-0.465177719
DOWJONES,18/09/2020,27864.86914,27946.68945,27487.9707,27657.41992,27657.41992,698710000,0.016550267,-0.00876499,-0.876498893
DOWJONES,21/09/2020,27484.71094,27484.71094,26715.15039,27147.69922,27147.69922,523660000,0.028399049,-0.01842980,-1.842979936
DOWJONES,22/09/2020,27170.33984,27333.08984,26989.92969,27288.17969,27288.17969,420720000,0.012634228,0.00517467,0.517467314
DOWJONES,23/09/2020,27413.59961,27464.46094,26716.11914,26763.13086,26763.13086,459470000,0.027625743,-0.01924089,-1.924088876
DOWJONES,24/09/2020,26716.08984,27094.84961,26537.00977,26815.43945,26815.43945,447810000,0.020803305,0.00195450,0.19545019
DOWJONES,25/09/2020,26694.50977,27239.28906,26635.38086,27173.96094,27173.96094,388900000,0.022419942,0.01336997,1.336996512
DOWJONES,28/09/2020,27362.14063,27722.59961,27362.14063,27584.06055,27584.06055,401860000,0.013087622,0.01509164,1.509163905
DOWJONES,29/09/2020,27560.24023,27605.59961,27338.08984,27452.66016,27452.66016,303820000,0.009737675,-0.00476363,-0.476363477
DOWJONES,30/09/2020,27514.64063,28026.33008,27511.06055,27781.69922,27781.69922,452550000,0.018556303,0.01198569,1.198568948
DOWJONES,01/10/2020,27940.63086,28041.46094,27669.25977,27816.90039,27816.90039,373450000,0.013362121,0.00126706,0.126706325
DOWJONES,02/10/2020,27536.39063,27861.42969,27382.93945,27682.81055,27682.81055,392770000,0.017323112,-0.00482045,-0.482044506
DOWJONES,05/10/2020,27825.41992,28162.64063,27825.41992,28148.64063,28148.64063,318210000,0.012046311,0.01682741,1.682741278
DOWJONES,06/10/2020,28214.24023,28354.48047,27728.0293,27772.75977,27772.75977,435030000,0.022341269,-0.01335343,-1.33534285
DOWJONES,07/10/2020,27971.35938,28369.66016,27971.35938,28303.46094,28303.46094,328750000,0.014139163,0.01910869,1.910869407
DOWJONES,08/10/2020,28348.85938,28459.13086,28265.56055,28425.50977,28425.50977,314750000,0.006824931,0.00431215,0.431215215
DOWJONES,09/10/2020,28533.60938,28676.28906,28440.63086,28586.90039,28586.90039,324050000,0.008251829,0.00567767,0.567766845
DOWJONES,12/10/2020,28671.11914,28957.90039,28659.66992,28837.51953,28837.51953,493680000,0.010352159,0.00876692,0.876692249
DOWJONES,13/10/2020,28764.94922,28808.83984,28604.34961,28679.81055,28679.81055,526110000,0.007123488,-0.00546888,-0.54688816
