Stockname,Date,Open
DAX,01/08/2018,25461.63086
DAX,02/08/2018,25256.44922
DAX,03/08/2018,25360.36914
DAX,06/08/2018,25437.42969
DAX,07/08/2018,25551.65039
DAX,08/08/2018,25615.7207
DAX,09/08/2018,25589.78906
DAX,10/08/2018,25401.18945
DAX,13/08/2018,25327.18945
DAX,14/08/2018,25215.68945
DAX,15/08/2018,25235.36914
DAX,16/08/2018,25294.9707
DAX,17/08/2018,25550.80078
DAX,20/08/2018,25727.69922
DAX,21/08/2018,25786.99023
DAX,22/08/2018,25825.06055
DAX,23/08/2018,25714.85938
DAX,24/08/2018,25688.58008
DAX,27/08/2018,25882.71094
DAX,28/08/2018,26092.69922
DAX,29/08/2018,26082.5293
DAX,30/08/2018,26099.00977
DAX,31/08/2018,25964.84961
DAX,04/09/2018,25916.07031
DAX,05/09/2018,25919.83984
DAX,06/09/2018,25973.01953
DAX,07/09/2018,25951.01953
DAX,10/09/2018,25991.91016
DAX,11/09/2018,25841.14063
DAX,12/09/2018,25989.07031
DAX,13/09/2018,26083.93945
DAX,14/09/2018,26169.56055
DAX,17/09/2018,26151.66016
DAX,18/09/2018,26076.21094
DAX,19/09/2018,26287.83984
DAX,20/09/2018,26519.39063
DAX,21/09/2018,26726.25
DAX,24/09/2018,26705.25
DAX,25/09/2018,26601.58008
DAX,26/09/2018,26536.85938
DAX,27/09/2018,26418.26953
DAX,28/09/2018,26407.66016
DAX,01/10/2018,26598.35938
DAX,02/10/2018,26648.91016
DAX,03/10/2018,26833.4707
DAX,04/10/2018,26784.08008
DAX,05/10/2018,26632.76953
DAX,08/10/2018,26399.44922
DAX,09/10/2018,26469.18945
DAX,10/10/2018,26441.73047
DAX,11/10/2018,25518.39063
DAX,12/10/2018,25407.63086
DAX,15/10/2018,25332.46094
DAX,16/10/2018,25351.5293
DAX,17/10/2018,25705.86914
DAX,18/10/2018,25645.56055
DAX,19/10/2018,25421.08984
DAX,22/10/2018,25492.14063
DAX,23/10/2018,25038.46094
DAX,24/10/2018,25172.88086
DAX,25/10/2018,24736.53906
DAX,26/10/2018,24770.25
DAX,29/10/2018,24818.98047
DAX,30/10/2018,24482.03906
DAX,31/10/2018,25008.82031
DAX,01/11/2018,25142.08008
DAX,02/11/2018,25443.59961
DAX,05/11/2018,25261.4707
DAX,06/11/2018,25452.83008
DAX,07/11/2018,25788.46094
DAX,08/11/2018,26139.58984
DAX,09/11/2018,26149.10938
DAX,12/11/2018,25959.33008
DAX,13/11/2018,25321.21094
DAX,14/11/2018,25388.08008
DAX,15/11/2018,25061.48047
DAX,16/11/2018,25242.34961
DAX,19/11/2018,25392.60938
DAX,20/11/2018,24618.67969
DAX,21/11/2018,24541.65039
DAX,23/11/2018,24336.40039
DAX,26/11/2018,24364.13086
DAX,27/11/2018,24557.01953
DAX,28/11/2018,24832.83984
DAX,29/11/2018,25343.65039
DAX,30/11/2018,25307.14063
DAX,03/12/2018,25779.57031
DAX,04/12/2018,25752.56055
DAX,06/12/2018,24737.41992
DAX,07/12/2018,24918.82031
DAX,10/12/2018,24360.94922
DAX,11/12/2018,24719.91016
DAX,12/12/2018,24509.08984
DAX,13/12/2018,24575.85938
DAX,14/12/2018,24408.03906
DAX,17/12/2018,23986.83008
DAX,18/12/2018,23769.13086
DAX,19/12/2018,23693.33008
DAX,20/12/2018,23224.11914
DAX,21/12/2018,22871.74023
DAX,24/12/2018,22317.2793
DAX,26/12/2018,21857.73047
DAX,27/12/2018,22629.06055
DAX,28/12/2018,23213.60938
DAX,31/12/2018,23153.93945
DAX,02/01/2019,23058.60938
DAX,03/01/2019,23176.39063
DAX,04/01/2019,22894.91992
DAX,07/01/2019,23474.25977
DAX,08/01/2019,23680.32031
DAX,09/01/2019,23844.26953
DAX,10/01/2019,23811.10938
DAX,11/01/2019,23940.00977
DAX,14/01/2019,23880.5293
DAX,15/01/2019,23914.10938
DAX,16/01/2019,24139.91016
DAX,17/01/2019,24147.08984
DAX,18/01/2019,24534.18945
DAX,22/01/2019,24607.75977
DAX,23/01/2019,24577.25
DAX,24/01/2019,24579.96094
DAX,25/01/2019,24687.21094
DAX,28/01/2019,24596.98047
DAX,29/01/2019,24519.61914
DAX,30/01/2019,24826.51953
DAX,31/01/2019,24954.48047
DAX,01/02/2019,25025.31055
DAX,04/02/2019,25062.11914
DAX,05/02/2019,25287.92969
DAX,06/02/2019,25371.57031
DAX,07/02/2019,25265.81055
DAX,08/02/2019,25042.35938
DAX,11/02/2019,25142.81055
DAX,12/02/2019,25152.0293
DAX,13/02/2019,25480.85938
DAX,14/02/2019,25460.65039
DAX,15/02/2019,25564.63086
DAX,19/02/2019,25849.84961
DAX,20/02/2019,25872.25977
DAX,21/02/2019,25922.41016
DAX,22/02/2019,25906.26953
DAX,25/02/2019,26126.15039
DAX,26/02/2019,26051.60938
DAX,27/02/2019,25995.59961
DAX,28/02/2019,25984.2793
DAX,01/03/2019,26019.66992
DAX,04/03/2019,26122.18945
DAX,05/03/2019,25829.07031
DAX,06/03/2019,25818.75977
DAX,07/03/2019,25645.44922
DAX,08/03/2019,25347.38086
DAX,11/03/2019,25208
DAX,12/03/2019,25600.30078
DAX,13/03/2019,25637.23047
DAX,14/03/2019,25692.31055
DAX,15/03/2019,25720.96094
DAX,18/03/2019,25801.88086
DAX,19/03/2019,25987.86914
DAX,20/03/2019,25867.78906
DAX,21/03/2019,25688.43945
DAX,22/03/2019,25844.65039
DAX,25/03/2019,25490.7207
DAX,26/03/2019,25649.56055
DAX,27/03/2019,25676.33984
DAX,28/03/2019,25693.32031
DAX,29/03/2019,25827.31055
DAX,01/04/2019,26075.09961
DAX,02/04/2019,26213.55078
DAX,03/04/2019,26238.0293
DAX,04/04/2019,26213.41992
DAX,05/04/2019,26427.56055
DAX,08/04/2019,26312.66992
DAX,09/04/2019,26243.53906
DAX,10/04/2019,26173.71094
DAX,11/04/2019,26188.21094
DAX,12/04/2019,26357.78906
DAX,15/04/2019,26407.75977
DAX,16/04/2019,26482.18945
DAX,17/04/2019,26468.5293
DAX,18/04/2019,26463.36914
DAX,22/04/2019,26510.76953
DAX,23/04/2019,26513.83008
DAX,24/04/2019,26652.56055
DAX,25/04/2019,26426.36914
DAX,26/04/2019,26454.61914
DAX,29/04/2019,26559.86914
DAX,30/04/2019,26594.56055
DAX,01/05/2019,26639.06055
DAX,02/05/2019,26407.15039
DAX,03/05/2019,26379.14063
DAX,06/05/2019,26160.61914
DAX,07/05/2019,26276.90039
DAX,08/05/2019,25933.78906
DAX,09/05/2019,25878.84961
DAX,10/05/2019,25763.7207
DAX,13/05/2019,25568.06055
DAX,14/05/2019,25384.0293
DAX,15/05/2019,25400.13086
DAX,16/05/2019,25692.14063
DAX,17/05/2019,25719.94922
DAX,20/05/2019,25655.31055
DAX,21/05/2019,25782.33984
DAX,22/05/2019,25818.46094
DAX,23/05/2019,25657.99023
DAX,24/05/2019,25551.07031
DAX,28/05/2019,25616.55078
DAX,29/05/2019,25231.46094
DAX,30/05/2019,25139.93945
DAX,31/05/2019,25046.31055
DAX,03/06/2019,24830.16016
DAX,04/06/2019,24962.82031
DAX,05/06/2019,25451
DAX,06/06/2019,25567.44922
DAX,07/06/2019,25768.7207
DAX,10/06/2019,26090.2207
DAX,11/06/2019,26180.58984
DAX,12/06/2019,26040.30078
DAX,13/06/2019,26036.93945
DAX,14/06/2019,26076.35938
DAX,17/06/2019,26108.5293
DAX,18/06/2019,26228.90039
DAX,19/06/2019,26490.16016
DAX,20/06/2019,26665.38086
DAX,21/06/2019,26749.11914
DAX,24/06/2019,26727.60938
DAX,25/06/2019,26731.60938
DAX,26/06/2019,26599.41992
DAX,27/06/2019,26523.7207
DAX,28/06/2019,26605.92969
DAX,01/07/2019,26805.85938
DAX,02/07/2019,26719.5293
DAX,03/07/2019,26832.32031
DAX,05/07/2019,26867.75
DAX,08/07/2019,26835.64063
DAX,09/07/2019,26725.11914
DAX,10/07/2019,26851.96094
DAX,11/07/2019,26950.16016
DAX,12/07/2019,27139.49023
DAX,15/07/2019,27364.68945
DAX,16/07/2019,27349.32031
DAX,17/07/2019,27320.91016
DAX,18/07/2019,27191.98047
DAX,19/07/2019,27246.38086
DAX,22/07/2019,27174.17969
DAX,23/07/2019,27231.85938
DAX,24/07/2019,27262.24023
DAX,25/07/2019,27247.39063
DAX,26/07/2019,27166
DAX,29/07/2019,27192.24023
DAX,30/07/2019,27145.39063
DAX,31/07/2019,27244.66992
DAX,01/08/2019,26879.85938
DAX,02/08/2019,26528.66016
DAX,05/08/2019,26259.23047
DAX,06/08/2019,25810.61914
DAX,07/08/2019,25814.2207
DAX,08/08/2019,26086.51953
DAX,09/08/2019,26337.08984
DAX,12/08/2019,26169.91016
DAX,13/08/2019,25888.88086
DAX,14/08/2019,26035.08008
DAX,15/08/2019,25514.25
DAX,16/08/2019,25678.16992
DAX,19/08/2019,26020.06055
DAX,20/08/2019,26086.85938
DAX,21/08/2019,26145.35938
DAX,22/08/2019,26271.64063
DAX,23/08/2019,26134.21094
DAX,26/08/2019,25826.05078
DAX,27/08/2019,26014.46094
DAX,28/08/2019,25712.99023
DAX,29/08/2019,26249.08984
DAX,30/08/2019,26476.39063
DAX,03/09/2019,26198.25977
DAX,04/09/2019,26301.99023
DAX,05/09/2019,26603.15039
DAX,06/09/2019,26790.25
DAX,09/09/2019,26866.23047
DAX,10/09/2019,26805.83008
DAX,11/09/2019,26928.05078
DAX,12/09/2019,27197.32031
DAX,13/09/2019,27216.66992
DAX,16/09/2019,27146.06055
DAX,17/09/2019,27010.11914
DAX,18/09/2019,27075.39063
DAX,19/09/2019,27186.05078
DAX,20/09/2019,27102.17969
DAX,23/09/2019,26851.44922
DAX,24/09/2019,27034.07031
DAX,25/09/2019,26866.71094
DAX,26/09/2019,27004.10938
DAX,27/09/2019,26987.25977
DAX,30/09/2019,26852.33008
DAX,01/10/2019,26962.53906
DAX,02/10/2019,26425.85938
DAX,03/10/2019,26039.01953
DAX,04/10/2019,26271.69922
DAX,07/10/2019,26502.33008
DAX,08/10/2019,26276.58984
DAX,09/10/2019,26308.23047
DAX,10/10/2019,26317.34961
DAX,11/10/2019,26694.19922
DAX,14/10/2019,26766.42969
DAX,15/10/2019,26811.19922
DAX,16/10/2019,26972.31055
DAX,17/10/2019,27032.38086
DAX,18/10/2019,27004.49023
DAX,21/10/2019,26852.66992
DAX,22/10/2019,26850.42969
DAX,23/10/2019,26835.24023
DAX,24/10/2019,26893.92969
DAX,25/10/2019,26789.60938
DAX,28/10/2019,27040.33008
DAX,29/10/2019,27061.07031
DAX,30/10/2019,27110.71094
DAX,31/10/2019,27188.36914
DAX,01/11/2019,27142.94922
DAX,04/11/2019,27402.06055
DAX,05/11/2019,27500.23047
DAX,06/11/2019,27502.74023
DAX,07/11/2019,27590.16016
DAX,08/11/2019,27686.19922
DAX,11/11/2019,27580.66016
DAX,12/11/2019,27701.58984
DAX,13/11/2019,27622.03906
DAX,14/11/2019,27757.19922
DAX,15/11/2019,27843.53906
DAX,18/11/2019,27993.2207
DAX,19/11/2019,28079.75977
DAX,20/11/2019,27879.55078
DAX,21/11/2019,27820.2793
DAX,22/11/2019,27831.23047
DAX,25/11/2019,27917.76953
DAX,26/11/2019,28080.75
DAX,27/11/2019,28156.4707
DAX,29/11/2019,28103.16016
DAX,02/12/2019,28109.74023
DAX,03/12/2019,27501.98047
DAX,04/12/2019,27634.63086
DAX,05/12/2019,27736.05078
DAX,06/12/2019,27839.67969
DAX,09/12/2019,27987.05078
DAX,10/12/2019,27900.65039
DAX,11/12/2019,27867.31055
DAX,12/12/2019,27898.33984
DAX,13/12/2019,28123.64063
DAX,16/12/2019,28191.66992
DAX,17/12/2019,28221.75
DAX,18/12/2019,28291.43945
DAX,19/12/2019,28278.31055
DAX,20/12/2019,28608.64063
DAX,23/12/2019,28491.7793
DAX,24/12/2019,28572.57031
DAX,26/12/2019,28539.46094
DAX,27/12/2019,28675.33984
DAX,30/12/2019,28654.75977
DAX,31/12/2019,28414.64063
DAX,02/01/2020,28638.9707
DAX,03/01/2020,28553.33008
DAX,06/01/2020,28465.5
DAX,07/01/2020,28639.17969
DAX,08/01/2020,28556.14063
DAX,09/01/2020,28851.9707
DAX,10/01/2020,28977.51953
DAX,13/01/2020,28869.00977
DAX,14/01/2020,28895.5
DAX,15/01/2020,28901.80078
DAX,16/01/2020,29131.94922
DAX,17/01/2020,29313.31055
DAX,21/01/2020,29269.05078
DAX,22/01/2020,29263.63086
DAX,23/01/2020,29111.01953
DAX,24/01/2020,29230.39063
DAX,27/01/2020,28542.49023
DAX,28/01/2020,28594.2793
DAX,29/01/2020,28820.5293
DAX,30/01/2020,28640.16016
DAX,31/01/2020,28813.03906
DAX,03/02/2020,28319.65039
DAX,04/02/2020,28696.74023
DAX,05/02/2020,29048.73047
DAX,06/02/2020,29388.58008
DAX,07/02/2020,29286.91992
DAX,10/02/2020,28995.66016
DAX,11/02/2020,29390.71094
DAX,12/02/2020,29406.75
DAX,13/02/2020,29436.0293
DAX,14/02/2020,29440.4707
DAX,18/02/2020,29282.7793
DAX,19/02/2020,29312.69922
DAX,20/02/2020,29296.25
DAX,21/02/2020,29146.5293
DAX,24/02/2020,28402.92969
DAX,25/02/2020,28037.65039
DAX,26/02/2020,27159.46094
DAX,27/02/2020,26526
DAX,28/02/2020,25270.83008
DAX,02/03/2020,25590.50977
DAX,03/03/2020,26762.4707
DAX,04/03/2020,26383.67969
DAX,05/03/2020,26671.91992
DAX,06/03/2020,25457.21094
DAX,09/03/2020,24992.35938
DAX,10/03/2020,24453
DAX,11/03/2020,24604.63086
DAX,12/03/2020,22184.71094
DAX,13/03/2020,21973.82031
DAX,16/03/2020,20917.5293
DAX,17/03/2020,20487.05078
DAX,18/03/2020,20188.68945
DAX,19/03/2020,19830.00977
DAX,20/03/2020,20253.15039
DAX,23/03/2020,19028.35938
DAX,24/03/2020,19722.18945
DAX,25/03/2020,21050.33984
DAX,26/03/2020,21468.38086
DAX,27/03/2020,21898.4707
DAX,30/03/2020,21678.2207
DAX,31/03/2020,22208.41992
DAX,01/04/2020,21227.38086
DAX,02/04/2020,20819.46094
DAX,03/04/2020,21285.92969
DAX,06/04/2020,21693.63086
DAX,07/04/2020,23537.43945
DAX,08/04/2020,22893.4707
DAX,09/04/2020,23690.66016
DAX,13/04/2020,23698.92969
DAX,14/04/2020,23690.57031
DAX,15/04/2020,23600.7207
DAX,16/04/2020,23543.66016
DAX,17/04/2020,23817.15039
DAX,20/04/2020,24095.09961
DAX,21/04/2020,23365.25
DAX,22/04/2020,23437.33984
DAX,23/04/2020,23543.08984
DAX,24/04/2020,23628.24023
DAX,27/04/2020,23866.15039
DAX,28/04/2020,24357.16992
DAX,29/04/2020,24490.36914
DAX,30/04/2020,24585.57031
DAX,01/05/2020,24120.7793
DAX,04/05/2020,23581.55078
DAX,05/05/2020,23958.88086
DAX,06/05/2020,23978.88086
DAX,07/05/2020,23837.21094
DAX,08/05/2020,24107.82031
DAX,11/05/2020,24256.44922
DAX,12/05/2020,24292.83984
DAX,13/05/2020,23702.16016
DAX,14/05/2020,23049.06055
DAX,15/05/2020,23454.83008
DAX,18/05/2020,24059.98047
DAX,19/05/2020,24577.48047
DAX,20/05/2020,24455.93945
DAX,21/05/2020,24564.26953
DAX,22/05/2020,24461.98047
DAX,26/05/2020,24781.83984
DAX,27/05/2020,25298.63086
DAX,28/05/2020,25697.35938
DAX,29/05/2020,25324.15039
DAX,01/06/2020,25342.99023
DAX,02/06/2020,25582.51953
DAX,03/06/2020,25906.88086
DAX,04/06/2020,26226.49023
DAX,05/06/2020,26836.80078
DAX,08/06/2020,27232.92969
DAX,09/06/2020,27447.36914
DAX,10/06/2020,27251.89063
DAX,11/06/2020,26282.50977
DAX,12/06/2020,25659.41992
DAX,15/06/2020,25270.39063
DAX,16/06/2020,26326.67969
DAX,17/06/2020,26330.51953
DAX,18/06/2020,26016.44922
DAX,19/06/2020,26213.09961
DAX,22/06/2020,25865.08008
DAX,23/06/2020,26159.39063
DAX,24/06/2020,25992.96094
DAX,25/06/2020,25365.2207
DAX,26/06/2020,25641.68945
DAX,29/06/2020,25152.44922
DAX,30/06/2020,25512.42969
DAX,01/07/2020,25879.38086
DAX,02/07/2020,25936.44922
DAX,06/07/2020,25996.08008
DAX,07/07/2020,26172.00977
DAX,08/07/2020,25950.06055
DAX,09/07/2020,26094.91992
DAX,10/07/2020,25690.34961
DAX,13/07/2020,26225.07031
DAX,14/07/2020,26044.16992
DAX,15/07/2020,27009.81055
DAX,16/07/2020,26746.57031
DAX,17/07/2020,26774.61914
DAX,20/07/2020,26660.28906
DAX,21/07/2020,26833.14063
DAX,22/07/2020,26824.56055
DAX,23/07/2020,26955.9707
DAX,24/07/2020,26533.41016
DAX,27/07/2020,26447.66992
DAX,28/07/2020,26529.44922
DAX,29/07/2020,26388.43945
DAX,30/07/2020,26367.41992
DAX,31/07/2020,26409.33008
DAX,03/08/2020,26542.32031
DAX,04/08/2020,26664.60938
DAX,05/08/2020,26924.7793
DAX,06/08/2020,27170.82031
DAX,07/08/2020,27321.67969
DAX,10/08/2020,27488.21094
DAX,11/08/2020,27961.64063
DAX,12/08/2020,27860.24023
DAX,13/08/2020,27922.50977
DAX,14/08/2020,27828.92969
DAX,17/08/2020,27970.05078
DAX,18/08/2020,27853.48047
DAX,19/08/2020,27811.25977
DAX,20/08/2020,27622.67969
DAX,21/08/2020,27758.13086
DAX,24/08/2020,28077.58008
DAX,25/08/2020,28347.41992
DAX,26/08/2020,28257.88086
DAX,27/08/2020,28384.07031
DAX,28/08/2020,28601.28906
DAX,31/08/2020,28643.66016
DAX,01/09/2020,28439.60938
DAX,02/09/2020,28736.78906
DAX,03/09/2020,29090.69922
DAX,04/09/2020,28341.05078
DAX,08/09/2020,27925.23047
DAX,09/09/2020,27711.71094
DAX,10/09/2020,28022.50977
DAX,11/09/2020,27613.85938
DAX,14/09/2020,27718.74023
DAX,15/09/2020,28139.75977
DAX,16/09/2020,28031.68945
DAX,17/09/2020,27834.17969
DAX,18/09/2020,27864.86914
DAX,21/09/2020,27484.71094
DAX,22/09/2020,27170.33984
DAX,23/09/2020,27413.59961
DAX,24/09/2020,26716.08984
DAX,25/09/2020,26694.50977
DAX,28/09/2020,27362.14063
DAX,29/09/2020,27560.24023
DAX,30/09/2020,27514.64063
DAX,01/10/2020,27940.63086
DAX,02/10/2020,27536.39063
DAX,05/10/2020,27825.41992
DAX,06/10/2020,28214.24023
DAX,07/10/2020,27971.35938
DAX,08/10/2020,28348.85938
DAX,09/10/2020,28533.60938
DAX,12/10/2020,28671.11914
DAX,13/10/2020,28764.94922
DAX,14/10/2020,28731.30078
DAX,15/10/2020,28323.40039
DAX,16/10/2020,28570.7207
DAX,19/10/2020,28633.55078
DAX,20/10/2020,28245.84961
DAX,21/10/2020,28270.66016
DAX,22/10/2020,28197.41992
DAX,23/10/2020,28409.65039
DAX,26/10/2020,28185.82031
DAX,27/10/2020,27651.17969
DAX,28/10/2020,27102.14063
DAX,29/10/2020,26480.98047
DAX,30/10/2020,26572.26953
DAX,02/11/2020,26691.2793
DAX,03/11/2020,27138.68945
DAX,04/11/2020,27512.83008
DAX,05/11/2020,28083.36914
DAX,06/11/2020,28399.13086
DAX,09/11/2020,29467.90039
DAX,10/11/2020,29254.16992
DAX,11/11/2020,29524.34961
DAX,12/11/2020,29231.91016
DAX,13/11/2020,29203.90039
DAX,16/11/2020,29672.35938
DAX,17/11/2020,29800.15039
DAX,18/11/2020,29875.40039
DAX,19/11/2020,29370.91992
DAX,20/11/2020,29437.57031
DAX,23/11/2020,29332.82031
DAX,24/11/2020,29746.10938
DAX,25/11/2020,30058.86914
DAX,27/11/2020,29911.33008
DAX,30/11/2020,29854.50977
DAX,01/12/2020,29797.5
DAX,02/12/2020,29695.08984
DAX,03/12/2020,29920.83008
DAX,04/12/2020,29989.56055
DAX,07/12/2020,30233.0293
DAX,08/12/2020,29997.94922
DAX,09/12/2020,30229.81055
DAX,10/12/2020,30032.55078
DAX,11/12/2020,29988.21094
DAX,14/12/2020,30123.91016
DAX,15/12/2020,29919.08984
DAX,16/12/2020,30191.38086
DAX,17/12/2020,30216
DAX,18/12/2020,30314.25977
DAX,21/12/2020,30159
DAX,22/12/2020,30200.19922
DAX,23/12/2020,30046.73047
DAX,24/12/2020,30155.91992
DAX,28/12/2020,30283.23047
DAX,29/12/2020,30492.07031
DAX,30/12/2020,30415.08984
DAX,31/12/2020,30417.64063
DAX,04/01/2021,30627.4707
DAX,05/01/2021,30204.25
DAX,06/01/2021,30362.7793
DAX,07/01/2021,30901.17969
DAX,08/01/2021,31069.58008
DAX,11/01/2021,31015.36914
DAX,12/01/2021,31015.00977
DAX,13/01/2021,31084.88086
DAX,14/01/2021,31085.66992
DAX,15/01/2021,30926.76953
DAX,19/01/2021,30887.41992
DAX,20/01/2021,31017.53906
DAX,21/01/2021,31198.00977
DAX,22/01/2021,31141.56055
DAX,25/01/2021,30989.84961
DAX,26/01/2021,30968.55078
DAX,27/01/2021,30893.7793
DAX,28/01/2021,30377.18945
DAX,29/01/2021,30553.91016
DAX,01/02/2021,30054.73047
DAX,02/02/2021,30276.88086
DAX,03/02/2021,30689.65039
DAX,04/02/2021,30737.7793
DAX,05/02/2021,31093.81055
DAX,08/02/2021,31191.19922
DAX,09/02/2021,31359.88086
DAX,10/02/2021,31428.01953
DAX,11/02/2021,31466.49023
DAX,12/02/2021,31420.80078
DAX,16/02/2021,31472.08008
DAX,17/02/2021,31485.60938
DAX,18/02/2021,31558.59961
DAX,19/02/2021,31504.13086
DAX,22/02/2021,31381.11914
DAX,23/02/2021,31501.89063
DAX,24/02/2021,31499.75
DAX,25/02/2021,31955.93945
DAX,26/02/2021,31401.28906
DAX,01/03/2021,31065.90039
DAX,02/03/2021,31535.36914
DAX,03/03/2021,31352.96094
DAX,04/03/2021,31289.00977
DAX,05/03/2021,31029.17969
DAX,08/03/2021,31512.15039
DAX,09/03/2021,31892.34961
DAX,10/03/2021,31906.96094
DAX,11/03/2021,32354.5
DAX,12/03/2021,32462.40039
DAX,15/03/2021,32798.83984
DAX,16/03/2021,32966.75
DAX,17/03/2021,32825.51953
DAX,18/03/2021,32928.16016
DAX,19/03/2021,32858.35938
DAX,22/03/2021,32601.82031
DAX,23/03/2021,32691.5
DAX,24/03/2021,32470.88086
DAX,25/03/2021,32346.81055
DAX,26/03/2021,32681.07031
DAX,29/03/2021,33087.55078
DAX,30/03/2021,33127.87891
DAX,31/03/2021,33116.03906
DAX,01/04/2021,33054.57813
DAX,05/04/2021,33222.37891
DAX,06/04/2021,33500.01953
DAX,07/04/2021,33444.98047
DAX,08/04/2021,33469.89063
DAX,09/04/2021,33526.19141
DAX,12/04/2021,33775.05859
DAX,13/04/2021,33721.16016
DAX,14/04/2021,33668.94922
DAX,15/04/2021,33788.53125
DAX,16/04/2021,34058.16016
DAX,19/04/2021,34182.37891
DAX,20/04/2021,34034.17969
DAX,21/04/2021,33808.30078
DAX,22/04/2021,34109.87891
DAX,23/04/2021,33804.51953
DAX,26/04/2021,34044.23047
DAX,27/04/2021,33932.12891
DAX,28/04/2021,33860.46094
DAX,29/04/2021,33855.64063
DAX,30/04/2021,33988.75
DAX,03/05/2021,33904.89063
DAX,04/05/2021,34080.19922
DAX,05/05/2021,34163.98828
DAX,06/05/2021,34245.10938
DAX,07/05/2021,34578.26953
DAX,10/05/2021,34785.26953
DAX,11/05/2021,34572.73828
DAX,12/05/2021,34206.39844
DAX,13/05/2021,33624.73828
DAX,14/05/2021,34050.85938
DAX,17/05/2021,34375.28906
DAX,18/05/2021,34351.17969
DAX,19/05/2021,33945.80859
DAX,20/05/2021,33906.30078
DAX,21/05/2021,34121.91016
DAX,24/05/2021,34253.87109
DAX,25/05/2021,34428.66016
DAX,26/05/2021,34336.33984
DAX,27/05/2021,34432.46875
DAX,28/05/2021,34558.5
DAX,01/06/2021,34584.19141
DAX,02/06/2021,34614.62109
DAX,03/06/2021,34550.30859
DAX,04/06/2021,34618.69141
DAX,07/06/2021,34766.19922
DAX,08/06/2021,34645.83984
DAX,09/06/2021,34626.16016
DAX,10/06/2021,34502.51172
DAX,11/06/2021,34499.80859
DAX,14/06/2021,34472.51953
DAX,15/06/2021,34397.10156
DAX,16/06/2021,34308.48047
DAX,17/06/2021,34014.37891
DAX,18/06/2021,33622.69922
DAX,21/06/2021,33312.07031
DAX,22/06/2021,33872.55859
DAX,23/06/2021,33948.53906
DAX,24/06/2021,33933.91016
DAX,25/06/2021,34328.10156
DAX,28/06/2021,34428.10156
DAX,29/06/2021,34338.89063
DAX,30/06/2021,34290.73828
DAX,01/07/2021,34507.32031
DAX,02/07/2021,34642.42188
DAX,06/07/2021,34790.16016
DAX,07/07/2021,34604.17188
DAX,08/07/2021,34569.01172
DAX,09/07/2021,34457.51172
DAX,12/07/2021,34836.75
DAX,13/07/2021,34959.96094
DAX,14/07/2021,34920.82813
DAX,15/07/2021,34924.80859
DAX,16/07/2021,35007.94141
DAX,19/07/2021,34528.48047
DAX,20/07/2021,33981.78906
DAX,21/07/2021,34556.96094
DAX,22/07/2021,34799.67969
DAX,23/07/2021,34855.10938
DAX,26/07/2021,35055.85938
DAX,27/07/2021,35078.89844
DAX,28/07/2021,35109.94922
DAX,29/07/2021,34985.98828
DAX,30/07/2021,35013.26172
DAX,02/08/2021,34968.55859
DAX,03/08/2021,34864.10156
DAX,04/08/2021,35047.44141
DAX,05/08/2021,34815.60938
DAX,06/08/2021,35077.44141
DAX,09/08/2021,35229.67188
DAX,10/08/2021,35135.17188
DAX,11/08/2021,35300.89063
DAX,12/08/2021,35481.94141
DAX,13/08/2021,35551.55859
DAX,16/08/2021,35490.82813
DAX,17/08/2021,35500.01172
DAX,18/08/2021,35310.19922
DAX,19/08/2021,34874.67188
DAX,20/08/2021,34917.96094
DAX,23/08/2021,35160.96875
DAX,24/08/2021,35382.71875
DAX,25/08/2021,35388.76953
DAX,26/08/2021,35449.67969
DAX,27/08/2021,35231.10938
DAX,30/08/2021,35471.80078
DAX,31/08/2021,35391.37891
DAX,01/09/2021,35387.55078
DAX,02/09/2021,35353.05859
DAX,03/09/2021,35401.73047
DAX,07/09/2021,35373.23828
DAX,08/09/2021,35087.44922
DAX,09/09/2021,35013.07813
DAX,10/09/2021,34949.58984
DAX,13/09/2021,34665.5
DAX,14/09/2021,34906.89844
DAX,15/09/2021,34580.94922
DAX,16/09/2021,34810.26953
DAX,17/09/2021,34737.85938
DAX,20/09/2021,34459.71875
DAX,21/09/2021,34025.60938
DAX,22/09/2021,34006.87109
DAX,23/09/2021,34296.30078
DAX,24/09/2021,34762.30859
DAX,27/09/2021,34739.26953
DAX,28/09/2021,34747.69922
DAX,29/09/2021,34360.07813
DAX,30/09/2021,34467.98047
DAX,01/10/2021,33930.69922
DAX,04/10/2021,34312.96094
DAX,05/10/2021,34035.25
DAX,06/10/2021,34198.96094
DAX,07/10/2021,34509.71875
DAX,08/10/2021,34757.57031
DAX,11/10/2021,34723.78906
DAX,12/10/2021,34507.14844
DAX,13/10/2021,34372.71094
DAX,14/10/2021,34443.21875
DAX,15/10/2021,35023.62891
DAX,18/10/2021,35221.01953
DAX,19/10/2021,35325.37109
DAX,20/10/2021,35475.16016
DAX,21/10/2021,35520.32031
DAX,22/10/2021,35607.71875
DAX,25/10/2021,35692.62109
DAX,26/10/2021,35791.05078
DAX,27/10/2021,35835.42969
DAX,28/10/2021,35545.41016
DAX,29/10/2021,35712.28125
DAX,01/11/2021,35833.64844
DAX,02/11/2021,35935.10938
DAX,03/11/2021,36059.08984
DAX,04/11/2021,36107.46094
DAX,05/11/2021,36268.75
DAX,08/11/2021,36416.46094
