Date,Open,High,Low,Close,Adj Close,Volume
2021-12-01,42803.097656,44320.882813,42635.253906,43105.222656,43105.222656,27761408414
2021-12-02,43095.835938,43053.101563,42017.878906,42465.500000,42465.500000,24346401315
2021-12-03,42489.070313,43274.242188,39679.492188,40505.000000,40505.000000,30069245563
2021-12-04,40602.964844,40736.574219,32400.990234,37181.710938,37181.710938,46390077248
2021-12-05,37182.324219,37610.535156,36166.628906,37300.187500,37300.187500,28104766104
2021-12-06,37333.910156,38409.972656,35642.855469,38138.136719,38138.136719,28430442965
2021-12-07,38137.535156,39241.660156,37894.828125,38277.144531,38277.144531,25425052262
2021-12-08,38252.656250,38775.722656,36977.250000,38234.957031,38234.957031,21560727344
2021-12-09,38193.539063,38466.101563,35827.968750,36048.945313,36048.945313,22385781063
2021-12-10,36026.273438,37809.679688,35431.414063,35596.886719,35596.886719,23332265540
2021-12-11,35612.957031,37270.968750,35370.121094,37198.847656,37198.847656,19424308437
2021-12-12,37193.078125,38218.042969,36719.070313,37789.625000,37789.625000,16548953814
2021-12-13,37802.000000,37878.464844,34720.781250,35371.253906,35371.253906,24344004748
2021-12-14,35350.320313,36604.500000,35137.261719,35233.183594,35233.183594,26182362281
2021-12-15,36568.902344,37296.335938,35316.675781,36869.105469,36869.105469,27553269540
2021-12-16,36871.925781,37246.171875,35678.449219,35777.476563,35777.476563,20467365028
2021-12-17,35768.699219,36024.503906,34353.617188,34909.046875,34909.046875,24860377983
2021-12-18,34921.976563,35717.964844,34452.906250,35366.890625,35366.890625,19702018724
2021-12-19,35370.734375,36303.656250,35105.824219,35306.625000,35306.625000,19014376932
2021-12-20,35306.664063,35874.804688,34434.179688,35489.683594,35489.683594,23439026845
2021-12-21,35494.074219,37208.144531,35370.632813,36882.500000,36882.500000,20391391249
2021-12-22,36882.863281,37360.144531,36397.410156,36423.582031,36423.582031,18311952305
2021-12-23,36421.957031,38258.199219,35969.347656,37882.675781,37882.675781,21053573651
2021-12-24,37898.722656,38670.054688,37668.808594,37962.453125,37962.453125,18202001925
2021-12-25,37986.894531,38227.179688,37525.113281,37669.390625,37669.390625,14215249191
2021-12-26,37668.519531,38205.398438,37066.773438,37909.792969,37909.792969,15641854070
2021-12-27,37904.640625,38654.781250,37680.027344,37673.988281,37673.988281,18096121351
2021-12-28,37703.332031,37703.332031,35286.320313,35426.808594,35426.808594,24886742615
2021-12-29,35452.875000,35814.031250,34239.140625,34410.515625,34410.515625,22263231371
2021-12-30,34444.519531,35485.996094,34131.937500,34953.328125,34953.328125,19771487466
2021-12-31,34946.843750,35862.835938,33857.281250,34221.203125,34221.203125,27324504990
2022-01-01,34225.121094,35345.148438,34207.933594,35241.316406,35241.316406,18166984239
2022-01-02,35236.968750,35385.125000,34628.027344,35014.582031,35014.582031,20671834823
2022-01-03,34969.464844,35182.785156,34675.828125,34907.792969,34907.792969,25095720960
