areaCode,areaName,areaType,date,newCasesBySpecimenDate
K02000001,United Kingdom,overview,2020-05-24,1362
K02000001,United Kingdom,overview,2020-05-23,1525
K02000001,United Kingdom,overview,2020-05-22,2052
K02000001,United Kingdom,overview,2020-05-21,2565
K02000001,United Kingdom,overview,2020-05-20,2701
K02000001,United Kingdom,overview,2020-05-19,3044
K02000001,United Kingdom,overview,2020-05-18,2577
K02000001,United Kingdom,overview,2020-05-17,1832
K02000001,United Kingdom,overview,2020-05-16,2077
K02000001,United Kingdom,overview,2020-05-15,2524
K02000001,United Kingdom,overview,2020-05-14,2622
K02000001,United Kingdom,overview,2020-05-13,3310
K02000001,United Kingdom,overview,2020-05-12,3386
K02000001,United Kingdom,overview,2020-05-11,3571
K02000001,United Kingdom,overview,2020-05-10,2319
K02000001,United Kingdom,overview,2020-05-09,2162
K02000001,United Kingdom,overview,2020-05-08,3062
K02000001,United Kingdom,overview,2020-05-07,3771
K02000001,United Kingdom,overview,2020-05-06,3815
K02000001,United Kingdom,overview,2020-05-05,3666
K02000001,United Kingdom,overview,2020-05-04,3387
K02000001,United Kingdom,overview,2020-05-03,2977
K02000001,United Kingdom,overview,2020-05-02,3230
K02000001,United Kingdom,overview,2020-05-01,4732
K02000001,United Kingdom,overview,2020-04-30,4952
K02000001,United Kingdom,overview,2020-04-29,5422
K02000001,United Kingdom,overview,2020-04-28,4712
K02000001,United Kingdom,overview,2020-04-27,4699
K02000001,United Kingdom,overview,2020-04-26,3468
K02000001,United Kingdom,overview,2020-04-25,3743
K02000001,United Kingdom,overview,2020-04-24,4944
K02000001,United Kingdom,overview,2020-04-23,5144
K02000001,United Kingdom,overview,2020-04-22,5484
K02000001,United Kingdom,overview,2020-04-21,4764
K02000001,United Kingdom,overview,2020-04-20,4412
K02000001,United Kingdom,overview,2020-04-19,3851
K02000001,United Kingdom,overview,2020-04-18,4699
K02000001,United Kingdom,overview,2020-04-17,4933
K02000001,United Kingdom,overview,2020-04-16,5274
K02000001,United Kingdom,overview,2020-04-15,5039
K02000001,United Kingdom,overview,2020-04-14,4297
K02000001,United Kingdom,overview,2020-04-13,4165
K02000001,United Kingdom,overview,2020-04-12,3478
K02000001,United Kingdom,overview,2020-04-11,3557
K02000001,United Kingdom,overview,2020-04-10,4313
K02000001,United Kingdom,overview,2020-04-09,4844
K02000001,United Kingdom,overview,2020-04-08,5115
K02000001,United Kingdom,overview,2020-04-07,5430
K02000001,United Kingdom,overview,2020-04-06,5257
K02000001,United Kingdom,overview,2020-04-05,3584
K02000001,United Kingdom,overview,2020-04-04,3999
K02000001,United Kingdom,overview,2020-04-03,4891
K02000001,United Kingdom,overview,2020-04-02,4859
K02000001,United Kingdom,overview,2020-04-01,4933
K02000001,United Kingdom,overview,2020-03-31,4510
K02000001,United Kingdom,overview,2020-03-30,4256
K02000001,United Kingdom,overview,2020-03-29,2853
K02000001,United Kingdom,overview,2020-03-28,2814
K02000001,United Kingdom,overview,2020-03-27,3184
K02000001,United Kingdom,overview,2020-03-26,3080
K02000001,United Kingdom,overview,2020-03-25,2694
K02000001,United Kingdom,overview,2020-03-24,2375
K02000001,United Kingdom,overview,2020-03-23,2323
K02000001,United Kingdom,overview,2020-03-22,1373
K02000001,United Kingdom,overview,2020-03-21,1190
K02000001,United Kingdom,overview,2020-03-20,1258
K02000001,United Kingdom,overview,2020-03-19,1049
K02000001,United Kingdom,overview,2020-03-18,992
K02000001,United Kingdom,overview,2020-03-17,790
K02000001,United Kingdom,overview,2020-03-16,601
K02000001,United Kingdom,overview,2020-03-15,441
K02000001,United Kingdom,overview,2020-03-14,362
K02000001,United Kingdom,overview,2020-03-13,480
K02000001,United Kingdom,overview,2020-03-12,482
K02000001,United Kingdom,overview,2020-03-11,402
K02000001,United Kingdom,overview,2020-03-10,266
K02000001,United Kingdom,overview,2020-03-09,147
K02000001,United Kingdom,overview,2020-03-08,57
K02000001,United Kingdom,overview,2020-03-07,68
K02000001,United Kingdom,overview,2020-03-06,81
K02000001,United Kingdom,overview,2020-03-05,50
K02000001,United Kingdom,overview,2020-03-04,56
K02000001,United Kingdom,overview,2020-03-03,57
K02000001,United Kingdom,overview,2020-03-02,39
K02000001,United Kingdom,overview,2020-03-01,22
K02000001,United Kingdom,overview,2020-02-29,5
K02000001,United Kingdom,overview,2020-02-28,12
K02000001,United Kingdom,overview,2020-02-27,8
K02000001,United Kingdom,overview,2020-02-26,4
K02000001,United Kingdom,overview,2020-02-25,5
K02000001,United Kingdom,overview,2020-02-24,2
K02000001,United Kingdom,overview,2020-02-23,1
K02000001,United Kingdom,overview,2020-02-22,0
K02000001,United Kingdom,overview,2020-02-21,1
K02000001,United Kingdom,overview,2020-02-20,0
K02000001,United Kingdom,overview,2020-02-19,0
K02000001,United Kingdom,overview,2020-02-18,0
K02000001,United Kingdom,overview,2020-02-17,0
K02000001,United Kingdom,overview,2020-02-16,0
K02000001,United Kingdom,overview,2020-02-15,0
K02000001,United Kingdom,overview,2020-02-14,0
K02000001,United Kingdom,overview,2020-02-13,0
K02000001,United Kingdom,overview,2020-02-12,0
K02000001,United Kingdom,overview,2020-02-11,1
K02000001,United Kingdom,overview,2020-02-10,0
K02000001,United Kingdom,overview,2020-02-09,1
K02000001,United Kingdom,overview,2020-02-08,4
K02000001,United Kingdom,overview,2020-02-07,0
K02000001,United Kingdom,overview,2020-02-06,0
K02000001,United Kingdom,overview,2020-02-05,1
K02000001,United Kingdom,overview,2020-02-04,0
K02000001,United Kingdom,overview,2020-02-03,0
K02000001,United Kingdom,overview,2020-02-02,0
K02000001,United Kingdom,overview,2020-02-01,0
K02000001,United Kingdom,overview,2020-01-31,0
K02000001,United Kingdom,overview,2020-01-30,2
