Cryptocurrency,Date,Open,High,Low,Close,Adj Close,Volume,Volatility,R,Returns
Ethereum,01/06/2021,2707.560547,2739.737549,2531.160645,2633.518311,2633.518311,27363223090,8%,-0.029992133,-2.999213339
Ethereum,02/06/2021,2634.456055,2801.392334,2555.401367,2706.125,2706.125,27723267359,9%,0.027570224,2.757022389
Ethereum,03/06/2021,2708.376221,2891.254883,2667.684326,2855.126465,2855.126465,30038207402,8%,0.055060821,5.506082123
Ethereum,04/06/2021,2857.165527,2857.165527,2562.637451,2688.195068,2688.195068,34173841611,11%,-0.058467251,-5.846725129
Ethereum,05/06/2021,2691.619385,2817.484863,2558.233643,2630.576904,2630.576904,30496672724,10%,-0.021433773,-2.143377344
Ethereum,06/06/2021,2629.748779,2743.441162,2616.162354,2715.092773,2715.092773,25311639414,5%,0.032128264,3.212826396
Ethereum,07/06/2021,2713.047363,2845.185059,2583.995117,2590.263184,2590.263184,30600111277,10%,-0.045976178,-4.597617844
Ethereum,08/06/2021,2594.602295,2620.846191,2315.546631,2517.438721,2517.438721,41909736778,12%,-0.028114696,-2.811469636
Ethereum,09/06/2021,2510.199219,2625.070557,2412.197754,2608.26709,2608.26709,36075832186,8%,0.036079674,3.607967431
Ethereum,10/06/2021,2611.142578,2619.957764,2435.401611,2471.518555,2471.518555,28753626390,7%,-0.052428885,-5.242888494
Ethereum,11/06/2021,2472.858887,2495.414795,2326.869629,2353.768799,2353.768799,24832564195,7%,-0.047642675,-4.764267524
Ethereum,12/06/2021,2354.752197,2447.227783,2265.758057,2372.484375,2372.484375,25724364410,8%,0.007951323,0.795132308
Ethereum,13/06/2021,2372.690186,2547.36792,2312.640137,2508.391602,2508.391602,27092945370,10%,0.057284772,5.728477203
Ethereum,14/06/2021,2508.770508,2606.432861,2469.388184,2537.891113,2537.891113,26964576331,5%,0.011760329,1.176032949
Ethereum,15/06/2021,2587.762695,2639.229248,2515.153076,2610.936768,2610.936768,29005279219,5%,0.028782028,2.878202848
Ethereum,16/06/2021,2544.864746,2554.628906,2354.350586,2367.663574,2367.663574,24101926180,8%,-0.093174678,-9.317467829
Ethereum,17/06/2021,2367.306396,2457.175537,2312.301514,2372.001953,2372.001953,21871633186,6%,0.001832346,0.183234601
Ethereum,18/06/2021,2374.586914,2377.195068,2147.30835,2231.733154,2231.733154,22752818388,10%,-0.059135195,-5.913519533
Ethereum,19/06/2021,2235.15918,2278.415039,2168.88501,2178.499023,2178.499023,18765854896,5%,-0.023853269,-2.385326882
Ethereum,20/06/2021,2171.337891,2275.382813,2049.962646,2246.364502,2246.364502,22535930423,10%,0.031152403,3.115240254
Ethereum,21/06/2021,2245.317871,2259.464111,1867.185425,1888.44751,1888.44751,33745173825,19%,-0.159331663,-15.93316632
Ethereum,22/06/2021,1886.667603,1993.15979,1707.600586,1874.950073,1874.950073,35547251725,15%,-0.007147372,-0.714737182
Ethereum,23/06/2021,1878.625,2043.530396,1827.571533,1989.736328,1989.736328,28408659206,11%,0.061220966,6.122096611
Ethereum,24/06/2021,1968.957397,2032.339355,1887.432007,1988.456299,1988.456299,20272845769,7%,-0.000643316,-0.064331604
Ethereum,25/06/2021,1989.21582,2017.759521,1794.400391,1813.217285,1813.217285,22774334998,12%,-0.088128169,-8.812816946
Ethereum,26/06/2021,1810.884277,1850.17981,1719.559448,1829.239258,1829.239258,20637542361,7%,0.008836212,0.883621218
Ethereum,27/06/2021,1830.996948,1979.95813,1811.24585,1978.894653,1978.894653,19885474742,9%,0.081812915,8.181291478
Ethereum,28/06/2021,1981.386475,2139.80542,1963.615479,2079.657471,2079.657471,25514602841,9%,0.050918737,5.09187375
Ethereum,29/06/2021,2083.44873,2242.23877,2076.240234,2160.768311,2160.768311,24815124419,8%,0.039002019,3.900201884
Ethereum,30/06/2021,2164.216309,2282.989014,2090.760742,2274.547607,2274.547607,25828056268,9%,0.05265687,5.265687039
Ethereum,01/07/2021,2274.397461,2274.397461,2081.081055,2113.605469,2113.605469,29061701793,9%,-0.070757868,-7.075786769
Ethereum,02/07/2021,2109.892578,2155.596436,2021.824829,2150.040283,2150.040283,31796212554,6%,0.017238229,1.72382287
Ethereum,03/07/2021,2150.834961,2237.567139,2117.590088,2226.114258,2226.114258,17433361641,6%,0.035382581,3.538258106
Ethereum,04/07/2021,2226.550293,2384.286865,2190.837646,2321.724121,2321.724121,18787107473,8%,0.042949217,4.294921653
Ethereum,05/07/2021,2321.922852,2321.922852,2163.041504,2198.58252,2198.58252,20103794829,7%,-0.05303886,-5.303886041
Ethereum,06/07/2021,2197.919434,2346.294922,2197.919434,2324.679443,2324.679443,20891861314,7%,0.057353737,5.73537371
Ethereum,07/07/2021,2323.208496,2403.773438,2298.026855,2315.161865,2315.161865,22398345285,4%,-0.004094146,-0.409414646
Ethereum,08/07/2021,2317.949219,2324.006836,2089.414307,2120.026367,2120.026367,23188123689,11%,-0.084285899,-8.428589853
Ethereum,09/07/2021,2115.573975,2185.376221,2051.06665,2146.692383,2146.692383,23029574602,6%,0.012578153,1.257815282
Ethereum,10/07/2021,2146.999756,2190.124023,2081.923584,2111.403564,2111.403564,17581542471,5%,-0.016438694,-1.643869361
Ethereum,11/07/2021,2110.875732,2172.65332,2083.803711,2139.664795,2139.664795,14705386138,4%,0.013385044,1.338504441
Ethereum,12/07/2021,2140.506836,2167.710205,2011.018921,2036.721069,2036.721069,17768129077,8%,-0.048112081,-4.811208084
Ethereum,13/07/2021,2034.098389,2040.693604,1922.577881,1940.083984,1940.083984,16621628658,6%,-0.047447383,-4.744738316
Ethereum,14/07/2021,1941.167847,2015.107422,1869.223145,1994.331299,1994.331299,17342819679,8%,0.027961323,2.796132275
Ethereum,15/07/2021,1994.712036,2037.742554,1883.272217,1911.175659,1911.175659,15688092552,8%,-0.041696001,-4.169600091
Ethereum,16/07/2021,1916.598389,1959.696289,1853.590332,1880.382935,1880.382935,14884569147,6%,-0.016111928,-1.6111928
Ethereum,17/07/2021,1876.881348,1917.5979,1855.59082,1898.825195,1898.825195,13364282076,3%,0.009807715,0.980771544
Ethereum,18/07/2021,1900.194336,1988.336426,1883.012573,1895.552124,1895.552124,13791868728,5%,-0.001723735,-0.172373492
Ethereum,19/07/2021,1893.053589,1916.118042,1807.909912,1817.296631,1817.296631,14157735481,6%,-0.041283746,-4.128374639
Ethereum,20/07/2021,1819.082031,1836.998047,1722.050781,1787.510742,1787.510742,17368597636,6%,-0.016390218,-1.63902184
Ethereum,21/07/2021,1786.276245,2025.68042,1759.023315,1990.970825,1990.970825,21253359756,14%,0.113823139,11.38231386
Ethereum,22/07/2021,1994.822876,2044.116455,1954.297852,2025.202759,2025.202759,17495480331,4%,0.017193589,1.719358876
Ethereum,23/07/2021,2025.105713,2129.441162,2000.436279,2124.776611,2124.776611,16200392492,6%,0.04916735,4.916734984
Ethereum,24/07/2021,2123.961182,2197.649414,2107.323486,2189.21875,2189.21875,16057446601,4%,0.030328901,3.032890061
Ethereum,25/07/2021,2187.145508,2194.438232,2108.829834,2191.373779,2191.373779,14566483636,4%,0.000984383,0.098438281
Ethereum,26/07/2021,2191.309814,2428.817139,2177.32959,2233.366699,2233.366699,29614324233,11%,0.019162829,1.91628285
Ethereum,27/07/2021,2230.197021,2316.950195,2154.731201,2298.333496,2298.333496,23067480378,7%,0.029089176,2.908917595
Ethereum,28/07/2021,2302.081299,2341.777832,2250.914063,2296.54541,2296.54541,18991302378,4%,-0.000777992,-0.077799238
Ethereum,29/07/2021,2299.011963,2396.451904,2273.404785,2380.956787,2380.956787,16313373113,5%,0.036755806,3.675580573
Ethereum,30/07/2021,2382.545166,2469.704834,2322.337158,2466.961426,2466.961426,20212848934,6%,0.036121881,3.61218814
Ethereum,31/07/2021,2461.575684,2551.161133,2423.816162,2536.209961,2536.209961,18001710283,5%,0.028070376,2.807037614
Ethereum,01/08/2021,2530.462891,2695.429443,2520.931885,2561.852051,2561.852051,22697987055,7%,0.010110397,1.01103971
Ethereum,02/08/2021,2557.774658,2665.730957,2511.375244,2610.15332,2610.15332,22162754104,6%,0.018854043,1.885404331
Ethereum,03/08/2021,2609.413086,2630.314209,2449.353516,2502.349609,2502.349609,22696753413,7%,-0.041301678,-4.130167761
Ethereum,04/08/2021,2508.544922,2764.443604,2463.469482,2724.619873,2724.619873,25038698173,12%,0.088824624,8.88246242
Ethereum,05/08/2021,2725.669678,2840.430664,2540.684082,2827.328857,2827.328857,31057928075,11%,0.037696629,3.769662895
Ethereum,06/08/2021,2827.503418,2944.90332,2727.792725,2890.94165,2890.94165,26528577879,8%,0.022499255,2.249925501
Ethereum,07/08/2021,2891.70752,3170.229736,2868.535645,3157.23877,3157.23877,33081467129,10%,0.092114318,9.211431822
Ethereum,08/08/2021,3161.232666,3184.604004,2951.747314,3013.732666,3013.732666,28433638008,8%,-0.045453041,-4.545304109
Ethereum,09/08/2021,3012.885742,3185.701172,2900.926025,3167.856201,3167.856201,31983260936,9%,0.051140414,5.114041365
Ethereum,10/08/2021,3163.050049,3228.940674,3059.229004,3141.691162,3141.691162,27605221710,5%,-0.008259541,-0.825954128
Ethereum,11/08/2021,3142.830322,3269.209473,3122.916504,3164.245117,3164.245117,26729035052,5%,0.007178922,0.717892177
Ethereum,12/08/2021,3164.175781,3236.314697,2984.166992,3043.414307,3043.414307,25403699845,8%,-0.038186299,-3.818629912
Ethereum,13/08/2021,3049.001221,3324.671631,3037.676025,3322.21167,3322.21167,23868866254,9%,0.091606773,9.160677292
Ethereum,14/08/2021,3322.762695,3329.281006,3214.519775,3265.443359,3265.443359,19860862133,4%,-0.017087506,-1.708750561
Ethereum,15/08/2021,3266.276123,3320.084229,3117.791748,3310.50415,3310.50415,22166205051,6%,0.013799287,1.379928728
Ethereum,16/08/2021,3309.422119,3333.994873,3139.778564,3156.509521,3156.509521,23080039949,6%,-0.046516972,-4.651697201
Ethereum,17/08/2021,3149.380371,3288.812744,2996.468262,3014.845947,3014.845947,25509056745,9%,-0.044879818,-4.487981844
Ethereum,18/08/2021,3011.963623,3124.976074,2959.02832,3020.089844,3020.089844,21539248425,5%,0.001739358,0.173935802
Ethereum,19/08/2021,3019.126953,3184.435547,2963.150146,3182.702148,3182.702148,19546290360,7%,0.053843532,5.384353218
Ethereum,20/08/2021,3182.162598,3298.246582,3178.10376,3286.935303,3286.935303,20885619828,4%,0.032749893,3.274989284
Ethereum,21/08/2021,3286.931641,3307.351563,3209.866211,3226.083984,3226.083984,18113977628,3%,-0.018513087,-1.851308674
Ethereum,22/08/2021,3226.227295,3272.733154,3142.00708,3242.115479,3242.115479,15983278460,4%,0.004969336,0.496933565
Ethereum,23/08/2021,3241.357422,3373.384277,3235.851318,3319.257324,3319.257324,20511110509,4%,0.023793676,2.379367614
Ethereum,24/08/2021,3324.855469,3358.688232,3154.121338,3172.456299,3172.456299,20131028906,6%,-0.04422707,-4.422706981
Ethereum,25/08/2021,3174.269775,3248.727295,3086.11499,3224.915283,3224.915283,18902728235,5%,0.016535763,1.653576265
Ethereum,26/08/2021,3228.747314,3249.655273,3060.22876,3100.325439,3100.325439,17405668117,6%,-0.038633525,-3.863352455
Ethereum,27/08/2021,3096.406006,3281.840576,3064.485107,3270.60083,3270.60083,18489602004,7%,0.05492178,5.492177965
Ethereum,28/08/2021,3275.104492,3284.845947,3217.403564,3244.40332,3244.40332,13709633698,2%,-0.008009999,-0.800999912
Ethereum,29/08/2021,3246.770996,3283.235596,3158.840332,3227.002686,3227.002686,13296586731,4%,-0.005363277,-0.536327733
Ethereum,30/08/2021,3227.192627,3346.581055,3151.44458,3224.374268,3224.374268,19306924485,6%,-0.000814508,-0.081450752
Ethereum,31/08/2021,3227.758057,3466.992188,3195.216553,3433.732666,3433.732666,27280502987,8%,0.064929931,6.492993091
Ethereum,01/09/2021,3430.762451,3836.867432,3387.408447,3834.828125,3834.828125,30070890104,12%,0.116810334,11.68103338
Ethereum,02/09/2021,3825.027832,3830.711426,3726.750488,3790.98999,3790.98999,24387397330,3%,-0.011431577,-1.143157746
Ethereum,03/09/2021,3787.486572,4022.469238,3712.678223,3940.614746,3940.614746,26207765094,8%,0.039468518,3.946851779
Ethereum,04/09/2021,3937.910156,3969.44873,3837.931152,3887.828369,3887.828369,20806963328,3%,-0.013395468,-1.339546755
Ethereum,05/09/2021,3886.331055,3979.186523,3838.487305,3952.133545,3952.133545,18371468576,4%,0.016540127,1.654012721
Ethereum,06/09/2021,3951.520752,3968.426514,3868.994385,3928.379395,3928.379395,18674691198,3%,-0.006010462,-0.601046248
Ethereum,07/09/2021,3926.527588,3945.314209,3062.222412,3426.394287,3426.394287,39131346397,25%,-0.127784274,-12.77842736
Ethereum,08/09/2021,3428.378174,3559.121338,3224.764893,3497.315186,3497.315186,31738430771,10%,0.020698406,2.069840552
Ethereum,09/09/2021,3452.54834,3562.992676,3400.51709,3427.340088,3427.340088,24118055831,5%,-0.020008233,-2.000823316
Ethereum,10/09/2021,3425.564941,3512.571289,3157.059082,3211.505859,3211.505859,22355974097,11%,-0.062974267,-6.297426663
Ethereum,11/09/2021,3209.030518,3346.526367,3208.961914,3270.278076,3270.278076,18627122934,4%,0.018300517,1.830051676
Ethereum,12/09/2021,3270.291748,3462.468262,3235.109375,3410.134521,3410.134521,16810411424,7%,0.042765918,4.276591839
Ethereum,13/09/2021,3407.471924,3426.502197,3121.51416,3285.511719,3285.511719,22721552948,9%,-0.036544835,-3.65448348
Ethereum,14/09/2021,3286.316406,3429.169678,3273.630859,3429.169678,3429.169678,19125420848,5%,0.043724683,4.372468318
Ethereum,15/09/2021,3431.217285,3615.282715,3365.913086,3615.282715,3615.282715,17548551804,7%,0.054273499,5.427349901
Ethereum,16/09/2021,3613.07373,3673.310791,3489.805664,3571.294922,3571.294922,20093903064,5%,-0.012167179,-1.216717929
Ethereum,17/09/2021,3569.568115,3589.305176,3356.449951,3398.538818,3398.538818,17722363229,7%,-0.048373519,-4.837351921
Ethereum,18/09/2021,3397.422852,3540.807617,3371.892334,3432.018311,3432.018311,15995220233,5%,0.009851143,0.985114309
Ethereum,19/09/2021,3433.287842,3448.322021,3286.172363,3329.447998,3329.447998,14257609743,5%,-0.029886295,-2.988629524
Ethereum,20/09/2021,3329.670654,3343.325439,2940.839111,2958.993408,2958.993408,27371684581,13%,-0.111266069,-11.12660687
Ethereum,21/09/2021,2977.310547,3101.69751,2676.407471,2764.431152,2764.431152,30405062665,15%,-0.065752852,-6.575285207
Ethereum,22/09/2021,2763.209229,3089.083008,2741.440674,3077.86792,3077.86792,23742102645,12%,0.113382013,11.33820125
Ethereum,23/09/2021,3077.974365,3173.544678,3038.0979,3155.523682,3155.523682,18516291047,4%,0.025230375,2.523037497
Ethereum,24/09/2021,3154.562012,3159.644043,2747.337646,2931.669189,2931.669189,25595422789,14%,-0.07094052,-7.094052042
Ethereum,25/09/2021,2930.884766,2968.994629,2818.970459,2925.565674,2925.565674,18932786754,5%,-0.002081925,-0.208192508
Ethereum,26/09/2021,2926.343018,3114.857422,2744.583008,3062.265381,3062.265381,21172766310,13%,0.046725906,4.672590612
Ethereum,27/09/2021,3065.837891,3163.665039,2932.692871,2934.138916,2934.138916,19164053681,8%,-0.041840418,-4.184041842
Ethereum,28/09/2021,2928.963379,2970.770508,2793.360596,2807.296631,2807.296631,16895079070,6%,-0.043229816,-4.32298159
Ethereum,29/09/2021,2809.297607,2946.881348,2786.988281,2853.143311,2853.143311,15763456158,6%,0.016331256,1.633125591
Ethereum,30/09/2021,2852.558838,3046.519531,2840.289551,3001.678955,3001.678955,17661065099,7%,0.052060352,5.206035182
Ethereum,01/10/2021,3001.129395,3329.853516,2978.654297,3307.516113,3307.516113,22307625573,11%,0.101888697,10.18886972
Ethereum,02/10/2021,3308.870361,3464.837402,3260.027588,3391.694336,3391.694336,19202671704,6%,0.025450586,2.545058581
Ethereum,03/10/2021,3390.767578,3484.605713,3348.120117,3418.358643,3418.358643,15516566862,4%,0.007861648,0.78616479
Ethereum,04/10/2021,3418.776367,3434.775391,3283.44873,3380.089111,3380.089111,17747154101,5%,-0.011195294,-1.119529437
Ethereum,05/10/2021,3381.784424,3541.45166,3365.817627,3518.518555,3518.518555,16632591670,5%,0.040954377,4.095437688
Ethereum,06/10/2021,3516.570313,3622.55127,3354.469727,3580.562012,3580.562012,21855226591,8%,0.017633403,1.76334034
Ethereum,07/10/2021,3576.814453,3650.013184,3479.90918,3587.974854,3587.974854,19090322927,5%,0.002070301,0.207030119
Ethereum,08/10/2021,3587.832764,3667.95752,3547.828125,3563.759277,3563.759277,16222029488,3%,-0.006749093,-0.674909306
Ethereum,09/10/2021,3559.997803,3628.237305,3544.640381,3575.716797,3575.716797,12707036942,2%,0.003355311,0.335531067
Ethereum,10/10/2021,3575.020508,3603.244873,3414.970947,3425.852783,3425.852783,16171746693,5%,-0.0419116,-4.191160044
Ethereum,11/10/2021,3419.726807,3622.289551,3385.761719,3545.354004,3545.354004,18579189588,7%,0.034882182,3.488218212
Ethereum,12/10/2021,3546.477783,3546.477783,3407.338135,3492.573242,3492.573242,18109578443,4%,-0.014887304,-1.488730368
Ethereum,13/10/2021,3492.753662,3607.741699,3417.602051,3606.20166,3606.20166,16211275589,5%,0.032534298,3.253429781
Ethereum,14/10/2021,3604.958984,3819.258545,3590.275146,3786.01416,3786.01416,19443499909,6%,0.04986202,4.986202019
Ethereum,15/10/2021,3790.154297,3895.466309,3735.363525,3862.634766,3862.634766,20966841512,4%,0.020237802,2.023780214
Ethereum,16/10/2021,3865.666504,3962.453125,3805.885986,3830.38208,3830.38208,16578095629,4%,-0.008349919,-0.834991852
Ethereum,17/10/2021,3829.858887,3914.897949,3660.723389,3847.104492,3847.104492,15908090346,7%,0.00436573,0.436572952
Ethereum,18/10/2021,3847.72998,3888.209229,3686.750488,3748.760254,3748.760254,17386204158,5%,-0.025563184,-2.556318355
Ethereum,19/10/2021,3747.162842,3883.928711,3736.780273,3877.650879,3877.650879,15998757133,4%,0.0343822,3.438220005
Ethereum,20/10/2021,3877.730957,4167.472168,3833.288086,4155.992188,4155.992188,20338319988,8%,0.07178091,7.178090996
Ethereum,21/10/2021,4161.713379,4366.088379,4032.483887,4054.322754,4054.322754,28220661820,8%,-0.024463336,-2.446333607
Ethereum,22/10/2021,4055.686523,4162.975586,3908.340332,3970.181885,3970.181885,19432937968,6%,-0.020753372,-2.07533722
Ethereum,23/10/2021,3971.356445,4171.663574,3944.631836,4171.663574,4171.663574,14781537792,6%,0.05074873,5.074873023
Ethereum,24/10/2021,4171.855957,4185.729492,3967.120361,4087.903076,4087.903076,14978083638,5%,-0.02007844,-2.00784403
Ethereum,25/10/2021,4084.425781,4236.666992,4072.034668,4217.876953,4217.876953,15995727040,4%,0.031794755,3.179475504
Ethereum,26/10/2021,4217.337891,4289.131348,4106.82373,4131.102051,4131.102051,17157714562,4%,-0.020573123,-2.057312323
Ethereum,27/10/2021,4132.17334,4299.152832,3930.257324,3930.257324,3930.257324,26219530404,9%,-0.048617711,-4.861771123
Ethereum,28/10/2021,3924.81543,4293.150879,3905.706055,4287.318848,4287.318848,25958154575,9%,0.090849401,9.084940094
Ethereum,29/10/2021,4288.686523,4455.735352,4271.70752,4414.746582,4414.746582,22967641914,4%,0.02972201,2.972201017
Ethereum,30/10/2021,4414.243652,4426.848633,4252.494141,4325.650391,4325.650391,14615490626,4%,-0.020181496,-2.018149621
Ethereum,31/10/2021,4322.744141,4394.449707,4179.016113,4288.074219,4288.074219,17498160238,5%,-0.008686826,-0.868682591
Ethereum,01/11/2021,4288.217285,4377.322266,4160.966797,4324.626953,4324.626953,17985288261,5%,0.008524277,0.852427745
Ethereum,02/11/2021,4322.500977,4599.948242,4288.686523,4584.798828,4584.798828,20794448222,7%,0.060160536,6.016053588
Ethereum,03/11/2021,4589.68457,4664.910156,4462.976074,4607.193848,4607.193848,21220463155,4%,0.004884624,0.488462425
Ethereum,04/11/2021,4604.678711,4606.516113,4426.622559,4537.324219,4537.324219,18415244464,4%,-0.015165333,-1.5165333
Ethereum,05/11/2021,4537.42334,4570.895996,4447.487305,4486.243164,4486.243164,15086003586,3%,-0.011257969,-1.125796884
Ethereum,06/11/2021,4482.647949,4530.99707,4334.973633,4521.581055,4521.581055,14429076700,4%,0.007876945,0.787694499
Ethereum,07/11/2021,4523.981934,4640.921875,4510.984375,4620.554688,4620.554688,13541376033,3%,0.021889165,2.188916479
Ethereum,08/11/2021,4619.649414,4822.363281,4619.649414,4812.087402,4812.087402,19290896267,4%,0.041452321,4.145232073
Ethereum,09/11/2021,4810.071289,4837.589355,4718.039063,4735.068848,4735.068848,20834172627,3%,-0.016005228,-1.600522772
Ethereum,10/11/2021,4733.362793,4859.50293,4485.093262,4636.174316,4636.174316,22748160545,8%,-0.020885553,-2.088555297
Ethereum,11/11/2021,4635.453613,4778.059082,4580.990234,4730.384277,4730.384277,17933201129,4%,0.020320625,2.032062526
Ethereum,12/11/2021,4724.306641,4808.73877,4510.92041,4667.115234,4667.115234,18316060208,6%,-0.013375032,-1.33750324
Ethereum,13/11/2021,4666.719238,4702.115234,4582.180664,4651.460449,4651.460449,14457436261,3%,-0.003354274,-0.33542744
Ethereum,14/11/2021,4648.632813,4689.842773,4516.935547,4626.358887,4626.358887,12172962219,4%,-0.005396491,-0.539649058
Ethereum,15/11/2021,4627.09082,4764.63623,4546.599121,4557.503906,4557.503906,16275851299,5%,-0.01488319,-1.488319046
Ethereum,16/11/2021,4570.478027,4891.70459,4144.334961,4216.365234,4216.365234,27417502801,17%,-0.074852085,-7.485208546
Ethereum,17/11/2021,4213.910645,4300.306641,4107.125977,4287.59375,4287.59375,22183461850,5%,0.016893346,1.689334573
Ethereum,18/11/2021,4287.802246,4343.557129,3959.227783,4000.650879,4000.650879,21383250893,9%,-0.066923988,-6.692398763
Ethereum,19/11/2021,3995.729492,4311.713867,3982.91748,4298.306641,4298.306641,20626269711,8%,0.074401834,7.440183378
Ethereum,20/11/2021,4298.350586,4434.388184,4209.242676,4409.931152,4409.931152,15448261277,5%,0.025969416,2.596941564
Ethereum,21/11/2021,4412.195313,4422.491699,4255.455078,4269.73291,4269.73291,14094831413,4%,-0.031791481,-3.179148094
Ethereum,22/11/2021,4266.509277,4302.022949,4033.572266,4088.457764,4088.457764,19752218877,6%,-0.042455852,-4.245585152
Ethereum,23/11/2021,4089.68042,4385.483398,4069.766602,4340.763672,4340.763672,22133497059,7%,0.061711756,6.171175607
Ethereum,24/11/2021,4340.036133,4376.875977,4176.183594,4239.981445,4239.981445,21838037128,5%,-0.023217626,-2.321762579
Ethereum,25/11/2021,4271.394531,4550.518066,4249.774414,4274.743164,4274.743164,18705358318,7%,0.008198554,0.819855445
Ethereum,26/11/2021,4522.208984,4550.842285,3933.506592,4030.908936,4030.908936,26281795488,15%,-0.057040673,-5.704067336
Ethereum,27/11/2021,4042.999023,4187.684082,4033.513916,4096.912109,4096.912109,16515693874,4%,0.016374266,1.637426568
Ethereum,28/11/2021,4101.648926,4297.916504,3989.969971,4294.453613,4294.453613,15953126340,7%,0.048217169,4.821716909
Ethereum,29/11/2021,4296.946777,4460.848633,4284.504883,4445.10498,4445.10498,19086475837,4%,0.03508045,3.508045045
Ethereum,30/11/2021,4447.768066,4753.266113,4358.074219,4631.479004,4631.479004,28626354111,9%,0.041927924,4.192792392
Ethereum,01/12/2021,4623.679688,4780.732422,4530.272461,4586.990234,4586.990234,27634826695,5%,-0.009605737,-0.960573706
Ethereum,02/12/2021,4586.333008,4628.919922,4441.507813,4511.302246,4511.302246,21502671027,4%,-0.016500578,-1.650057759
Ethereum,03/12/2021,4514.355957,4647.289063,4100.145508,4220.706055,4220.706055,25879591528,13%,-0.064415146,-6.441514568
Ethereum,04/12/2021,4227.762207,4242.725586,3525.494141,4119.587402,4119.587402,38478999182,19%,-0.023957758,-2.395775755
Ethereum,05/12/2021,4119.628906,4246.92334,4040.217529,4198.322754,4198.322754,25533062707,5%,0.019112436,1.911243624
Ethereum,06/12/2021,4199,4375.520508,3930.806641,4358.737305,4358.737305,28229518513,11%,0.038209199,3.820919929
Ethereum,07/12/2021,4358.586914,4428.589355,4264.32373,4315.061523,4315.061523,22366213354,4%,-0.010020283,-1.002028298
Ethereum,08/12/2021,4311.674316,4453.112305,4234.537598,4439.35791,4439.35791,18704315119,5%,0.028805241,2.880524091
Ethereum,09/12/2021,4433.024902,4482.313965,4078.844238,4119.815918,4119.815918,22296131874,9%,-0.071979326,-7.197932644
Ethereum,10/12/2021,4113.588379,4227.111816,3897.767578,3908.496094,3908.496094,28014595631,8%,-0.051293511,-5.129351127
Ethereum,11/12/2021,3909.667725,4095.648438,3846.054443,4084.452393,4084.452393,19131502454,6%,0.045018927,4.501892662
Ethereum,12/12/2021,4084.811279,4173.608887,3993.055908,4134.453125,4134.453125,14057603914,4%,0.012241722,1.224172242
Ethereum,13/12/2021,4136.359863,4145.955078,3680.609131,3784.226807,3784.226807,23999841386,12%,-0.084709225,-8.47092246
Ethereum,14/12/2021,3782.822754,3866.633789,3700.104736,3745.44043,3745.44043,23836759957,4%,-0.010249485,-1.024948528
Ethereum,15/12/2021,3862.251465,4086.372803,3664.719971,4018.388672,4018.388672,26411188833,11%,0.072874805,7.287480533
Ethereum,16/12/2021,4020.415039,4110.368652,3956.057129,3962.469727,3962.469727,19825531254,4%,-0.013915763,-1.391576323
Ethereum,17/12/2021,3959.012451,3992.79248,3711.424561,3879.486572,3879.486572,23143541098,7%,-0.020942281,-2.094228096
Ethereum,18/12/2021,3880.291504,3993.829834,3774.61499,3960.860107,3960.860107,19530895889,6%,0.020975336,2.097533621
Ethereum,19/12/2021,3960.872314,4018.658447,3894.398682,3922.592529,3922.592529,16167785597,3%,-0.009661431,-0.966143138
Ethereum,20/12/2021,3923.695801,3980.098633,3759.40332,3933.844482,3933.844482,21589690675,6%,0.002868499,0.28684991
Ethereum,21/12/2021,3938.463867,4058.821289,3918.837891,4020.26001,4020.26001,16388555198,4%,0.021967195,2.196719462
Ethereum,22/12/2021,4018.695801,4073.791504,3947.690186,3982.099609,3982.099609,13921756199,3%,-0.009492023,-0.949202298
Ethereum,23/12/2021,3981.96167,4149.026855,3897.234375,4108.015625,4108.015625,18007273742,6%,0.031620509,3.162050877
Ethereum,24/12/2021,4111.345215,4134.106445,4029.064453,4047.98291,4047.98291,12769090623,3%,-0.014613556,-1.461355562
Ethereum,25/12/2021,4049.781982,4138.564941,4027.927002,4093.281006,4093.281006,10894785525,3%,0.011190288,1.119028828
Ethereum,26/12/2021,4094.151611,4105.023926,4013.026367,4067.328125,4067.328125,11197244172,2%,-0.006340361,-0.634036139
Ethereum,27/12/2021,4064.746338,4126.001465,4033.492432,4037.547607,4037.547607,11424360002,2%,-0.007321887,-0.732188716
Ethereum,28/12/2021,4037.538086,4037.538086,3769.280029,3800.893066,3800.893066,17299472803,7%,-0.058613437,-5.861343668
Ethereum,29/12/2021,3797.436279,3827.981934,3612.795898,3628.531738,3628.531738,15722555672,6%,-0.045347587,-4.534758677
Ethereum,30/12/2021,3632.219727,3767.559814,3595.204834,3713.852051,3713.852051,12925377999,5%,0.023513729,2.351372915
Ethereum,31/12/2021,3713.430176,3807.288818,3636.869873,3682.632813,3682.632813,14157285268,5%,-0.008406161,-0.8406161
Ethereum,01/01/2022,3683.047119,3769.917969,3682.286621,3769.697021,3769.697021,9776191466,2%,0.023641838,2.364183817
USD Coin,08/10/2018,1.004099965,1.007680058,1.001899958,1.002210021,1.002210021,382900,1%,-0.99973414,
USD Coin,09/10/2018,1.004269958,1.008329988,1.000030041,1.006860018,1.006860018,108803,1%,0.004639743,0.463974283
USD Coin,10/10/2018,1.004940033,1.019080043,1.003970027,1.009619951,1.009619951,711783,1%,0.002741129,0.274112928
