Cryptocurrency,Date,Open,High,Low,Close,Adj Close,Volume,Volatility,R,Returns
Bitcoin,18/08/2021,44686.75,45952.0625,44364.02734,44801.1875,44801.1875,32194123075,4%,0.002367765,0.236776539
Bitcoin,19/08/2021,44741.88281,46970.76172,43998.31641,46717.57813,46717.57813,37204312299,7%,0.042775443,4.277544262
Bitcoin,20/08/2021,46723.12109,49342.15234,46650.70703,49339.17578,49339.17578,34706867452,6%,0.056115872,5.611587247
Bitcoin,21/08/2021,49327.07422,49717.01953,48312.19922,48905.49219,48905.49219,40585205312,3%,-0.008789843,-0.878984269
Bitcoin,22/08/2021,48869.10547,49471.60938,48199.94141,49321.65234,49321.65234,25370975378,3%,0.008509477,0.85094769
Bitcoin,23/08/2021,49291.67578,50482.07813,49074.60547,49546.14844,49546.14844,34305053719,3%,0.004551674,0.455167423
Bitcoin,24/08/2021,49562.34766,49878.76953,47687.11719,47706.11719,47706.11719,35361168834,4%,-0.037137725,-3.713772529
Bitcoin,25/08/2021,47727.25781,49202.87891,47163.61328,48960.78906,48960.78906,32646349931,4%,0.026300021,2.630002081
Bitcoin,26/08/2021,49002.64063,49347.58203,46405.78125,46942.21875,46942.21875,32666549568,6%,-0.041228304,-4.122830435
Bitcoin,27/08/2021,46894.55469,49112.78516,46394.28125,49058.66797,49058.66797,34511076995,6%,0.045086263,4.508626297
Bitcoin,28/08/2021,49072.58594,49283.50391,48499.23828,48902.40234,48902.40234,28568103401,2%,-0.003185281,-0.318528063
Bitcoin,29/08/2021,48911.25,49644.11328,47925.85547,48829.83203,48829.83203,25889650240,4%,-0.001483983,-0.148398257
Bitcoin,30/08/2021,48834.85156,48925.60547,46950.27344,47054.98438,47054.98438,31847007016,4%,-0.036347609,-3.634760929
Bitcoin,31/08/2021,47024.33984,48189.55078,46750.09375,47166.6875,47166.6875,34730363427,3%,0.002373885,0.237388507
Bitcoin,01/09/2021,47099.77344,49111.08984,46562.4375,48847.02734,48847.02734,39139399125,5%,0.035625564,3.562556399
Bitcoin,02/09/2021,48807.84766,50343.42188,48652.32031,49327.72266,49327.72266,39508070319,3%,0.00984083,0.984083042
Bitcoin,03/09/2021,49288.25,50982.27344,48386.08594,50025.375,50025.375,43206179619,5%,0.01414321,1.414321007
Bitcoin,04/09/2021,50009.32422,50545.58203,49548.78125,49944.625,49944.625,37471327794,2%,-0.001614181,-0.16141808
Bitcoin,05/09/2021,49937.85938,51868.67969,49538.59766,51753.41016,51753.41016,30322676319,5%,0.036215812,3.621581214
Bitcoin,06/09/2021,51769.00391,52700.94141,51053.67969,52633.53516,52633.53516,38884105426,3%,0.017006126,1.700612573
Bitcoin,07/09/2021,52660.48047,52853.76563,43285.20703,46811.12891,46811.12891,65210059683,20%,-0.110621607,-11.06216072
Bitcoin,08/09/2021,46827.76172,47334.05469,44561.39453,46091.39063,46091.39063,49007762488,6%,-0.015375367,-1.537536689
Bitcoin,09/09/2021,45774.74219,47261.94922,45669.73828,46391.42188,46391.42188,38672657013,3%,0.006509486,0.650948574
Bitcoin,10/09/2021,46396.66406,47031.74219,44344.48438,44883.91016,44883.91016,39154666597,6%,-0.032495484,-3.249548425
Bitcoin,11/09/2021,44869.83984,45969.29297,44818.26563,45201.45703,45201.45703,34499835245,3%,0.007074849,0.707484874
Bitcoin,12/09/2021,45206.62891,46364.87891,44790.46094,46063.26953,46063.26953,27881980161,3%,0.019066034,1.906603363
Bitcoin,13/09/2021,46057.21484,46598.67969,43591.32031,44963.07422,44963.07422,40969943253,7%,-0.023884438,-2.388443816
Bitcoin,14/09/2021,44960.05078,47218.125,44752.33203,47092.49219,47092.49219,38652152880,5%,0.047359261,4.735926103
Bitcoin,15/09/2021,47098,48450.46875,46773.32813,48176.34766,48176.34766,30484496466,4%,0.023015462,2.301546209
Bitcoin,16/09/2021,48158.90625,48486.82813,47079.55859,47783.35938,47783.35938,31764293754,3%,-0.008157287,-0.815728673
Bitcoin,17/09/2021,47771.00391,48160.92188,46832.52344,47267.51953,47267.51953,28727713711,3%,-0.010795387,-1.079538673
Bitcoin,18/09/2021,47273.52734,48791.78125,47087.28516,48278.36328,48278.36328,28575630451,4%,0.021385589,2.138558909
Bitcoin,19/09/2021,48268.85547,48328.36719,46919.80469,47260.21875,47260.21875,26967722648,3%,-0.021089044,-2.108904408
Bitcoin,20/09/2021,47261.40625,47328.19922,42598.91406,42843.80078,42843.80078,43909845642,11%,-0.093448953,-9.344895317
Bitcoin,21/09/2021,43012.23438,43607.60938,39787.60938,40693.67578,40693.67578,48701090088,9%,-0.050185207,-5.018520675
Bitcoin,22/09/2021,40677.95313,43978.62109,40625.63281,43574.50781,43574.50781,38139709246,8%,0.070793114,7.079311406
Bitcoin,23/09/2021,43560.29688,44942.17578,43109.33984,44895.09766,44895.09766,34244064430,4%,0.030306478,3.030647757
Bitcoin,24/09/2021,44894.30078,45080.49219,40936.55859,42839.75,42839.75,42839345714,10%,-0.045781116,-4.578111561
Bitcoin,25/09/2021,42840.89063,42996.25781,41759.92188,42716.59375,42716.59375,31604717236,3%,-0.002874813,-0.287481253
Bitcoin,26/09/2021,42721.62891,43919.30078,40848.46094,43208.53906,43208.53906,30661222077,7%,0.011516492,1.151649205
Bitcoin,27/09/2021,43234.18359,44313.24609,42190.63281,42235.73047,42235.73047,30980029059,5%,-0.022514267,-2.25142672
Bitcoin,28/09/2021,42200.89844,42775.14453,40931.66406,41034.54297,41034.54297,30214940550,4%,-0.028440079,-2.844007874
Bitcoin,29/09/2021,41064.98438,42545.25781,40829.66797,41564.36328,41564.36328,30602359905,4%,0.012911569,1.29115685
Bitcoin,30/09/2021,41551.26953,44092.60156,41444.58203,43790.89453,43790.89453,31141681925,6%,0.053568275,5.356827518
Bitcoin,01/10/2021,43816.74219,48436.01172,43320.02344,48116.94141,48116.94141,42850641582,11%,0.09878873,9.878873043
Bitcoin,02/10/2021,48137.46875,48282.0625,47465.49609,47711.48828,47711.48828,30614346492,2%,-0.008426411,-0.842641101
Bitcoin,03/10/2021,47680.02734,49130.69141,47157.28906,48199.95313,48199.95313,26638115879,4%,0.010237887,1.023788738
Bitcoin,04/10/2021,48208.90625,49456.77734,47045.00391,49112.90234,49112.90234,33383173002,5%,0.018940874,1.894087358
Bitcoin,05/10/2021,49174.96094,51839.98438,49072.83984,51514.8125,51514.8125,35873904236,5%,0.048905889,4.890588912
Bitcoin,06/10/2021,51486.66406,55568.46484,50488.19141,55361.44922,55361.44922,49034730168,10%,0.074670498,7.467049829
Bitcoin,07/10/2021,55338.625,55338.625,53525.46875,53805.98438,53805.98438,36807860413,3%,-0.028096534,-2.809653406
Bitcoin,08/10/2021,53802.14453,55922.98047,53688.05469,53967.84766,53967.84766,34800873924,4%,0.003008277,0.300827655
Bitcoin,09/10/2021,53929.78125,55397.94531,53735.14453,54968.22266,54968.22266,32491211414,3%,0.0185365,1.853649985
Bitcoin,10/10/2021,54952.82031,56401.30469,54264.25781,54771.57813,54771.57813,39527792364,4%,-0.003577422,-0.357742204
Bitcoin,11/10/2021,54734.125,57793.03906,54519.76563,57484.78906,57484.78906,42637331698,6%,0.049536841,4.953684065
Bitcoin,12/10/2021,57526.83203,57627.87891,54477.97266,56041.05859,56041.05859,41083758949,6%,-0.025115,-2.511499985
Bitcoin,13/10/2021,56038.25781,57688.66016,54370.97266,57401.09766,57401.09766,41684252783,6%,0.024268618,2.426861834
Bitcoin,14/10/2021,57372.83203,58478.73438,56957.07422,57321.52344,57321.52344,36615791366,3%,-0.001386284,-0.138628392
Bitcoin,15/10/2021,57345.90234,62757.12891,56868.14453,61593.94922,61593.94922,51780081801,10%,0.074534407,7.453440741
Bitcoin,16/10/2021,61609.52734,62274.47656,60206.12109,60892.17969,60892.17969,34250964237,3%,-0.011393482,-1.139348167
Bitcoin,17/10/2021,60887.65234,61645.52344,59164.46875,61553.61719,61553.61719,29032367511,4%,0.010862438,1.086243756
Bitcoin,18/10/2021,61548.80469,62614.66016,60012.75781,62026.07813,62026.07813,38055562075,4%,0.0076756,0.767559989
Bitcoin,19/10/2021,62043.16406,64434.53516,61622.93359,64261.99219,64261.99219,40471196346,4%,0.036047968,3.604796773
Bitcoin,20/10/2021,64284.58594,66930.39063,63610.67578,65992.83594,65992.83594,40788955582,5%,0.026934175,2.69341751
Bitcoin,21/10/2021,66002.23438,66600.54688,62117.41016,62210.17188,62210.17188,45908121370,7%,-0.057319314,-5.731931366
Bitcoin,22/10/2021,62237.89063,63715.02344,60122.79688,60692.26563,60692.26563,38434082775,6%,-0.024399647,-2.439964726
Bitcoin,23/10/2021,60694.62891,61743.87891,59826.52344,61393.61719,61393.61719,26882546034,3%,0.011555864,1.155586392
Bitcoin,24/10/2021,61368.34375,61505.80469,59643.34375,60930.83594,60930.83594,27316183882,3%,-0.007537938,-0.753793751
Bitcoin,25/10/2021,60893.92578,63729.32422,60691.80078,63039.82422,63039.82422,31064911614,5%,0.034612824,3.461282368
Bitcoin,26/10/2021,63032.76172,63229.02734,59991.16016,60363.79297,60363.79297,34878965587,5%,-0.042449853,-4.244985266
Bitcoin,27/10/2021,60352,61435.18359,58208.1875,58482.38672,58482.38672,43657076893,5%,-0.031167794,-3.116779376
Bitcoin,28/10/2021,58470.73047,62128.63281,58206.91797,60622.13672,60622.13672,45257083247,7%,0.036587939,3.658793904
Bitcoin,29/10/2021,60624.87109,62927.60938,60329.96484,62227.96484,62227.96484,36856881767,4%,0.026489138,2.648913766
Bitcoin,30/10/2021,62239.36328,62330.14453,60918.38672,61888.83203,61888.83203,32157938616,2%,-0.005449846,-0.544984579
Bitcoin,31/10/2021,61850.48828,62406.17188,60074.32813,61318.95703,61318.95703,32241199927,4%,-0.009208043,-0.920804257
Bitcoin,01/11/2021,61320.44922,62419.00391,59695.18359,61004.40625,61004.40625,36150572843,4%,-0.005129748,-0.512974774
Bitcoin,02/11/2021,60963.25391,64242.79297,60673.05469,63226.40234,63226.40234,37746665647,6%,0.036423534,3.642353447
Bitcoin,03/11/2021,63254.33594,63516.9375,61184.23828,62970.04688,62970.04688,36124731509,4%,-0.004054564,-0.405456359
Bitcoin,04/11/2021,62941.80469,63123.28906,60799.66406,61452.23047,61452.23047,32615846901,4%,-0.024103784,-2.410378397
Bitcoin,05/11/2021,61460.07813,62541.46875,60844.60938,61125.67578,61125.67578,30605102446,3%,-0.00531396,-0.531395988
Bitcoin,06/11/2021,61068.875,61590.68359,60163.78125,61527.48047,61527.48047,29094934221,2%,0.006573419,0.657341915
Bitcoin,07/11/2021,61554.92188,63326.98828,61432.48828,63326.98828,63326.98828,24726754302,3%,0.029247221,2.92472209
Bitcoin,08/11/2021,63344.06641,67673.74219,63344.06641,67566.82813,67566.82813,41125608330,7%,0.066951547,6.695154718
Bitcoin,09/11/2021,67549.73438,68530.33594,66382.0625,66971.82813,66971.82813,42357991721,3%,-0.008806096,-0.880609637
Bitcoin,10/11/2021,66953.33594,68789.625,63208.11328,64995.23047,64995.23047,48730828378,8%,-0.029513867,-2.951386742
Bitcoin,11/11/2021,64978.89063,65579.01563,64180.48828,64949.96094,64949.96094,35880633236,2%,-0.000696505,-0.069650543
Bitcoin,12/11/2021,64863.98047,65460.81641,62333.91406,64155.94141,64155.94141,36084893887,5%,-0.012225096,-1.222509636
Bitcoin,13/11/2021,64158.12109,64915.67578,63303.73438,64469.52734,64469.52734,30474228777,3%,0.004887871,0.488787056
Bitcoin,14/11/2021,64455.37109,65495.17969,63647.80859,65466.83984,65466.83984,25122092191,3%,0.015469518,1.546951779
Bitcoin,15/11/2021,65521.28906,66281.57031,63548.14453,63557.87109,63557.87109,30558763548,4%,-0.029159323,-2.915932332
Bitcoin,16/11/2021,63721.19531,63721.19531,59016.33594,60161.24609,60161.24609,46844335592,8%,-0.053441453,-5.34414533
Bitcoin,17/11/2021,60139.62109,60823.60938,58515.41016,60368.01172,60368.01172,39178392930,4%,0.003436857,0.343685742
Bitcoin,18/11/2021,60360.13672,60948.5,56550.79297,56942.13672,56942.13672,41388338699,7%,-0.05674984,-5.67498399
Bitcoin,19/11/2021,56896.12891,58351.11328,55705.17969,58119.57813,58119.57813,38702407772,5%,0.020677858,2.067785781
Bitcoin,20/11/2021,58115.08203,59859.87891,57469.72656,59697.19531,59697.19531,30624264863,4%,0.027144333,2.714433309
Bitcoin,21/11/2021,59730.50781,60004.42578,58618.92969,58730.47656,58730.47656,26123447605,2%,-0.016193705,-1.619370466
Bitcoin,22/11/2021,58706.84766,59266.35938,55679.83984,56289.28906,56289.28906,35036121783,6%,-0.041565941,-4.15659406
Bitcoin,23/11/2021,56304.55469,57875.51563,55632.76172,57569.07422,57569.07422,37485803899,4%,0.022735856,2.273585575
Bitcoin,24/11/2021,57565.85156,57803.06641,55964.22266,56280.42578,56280.42578,36635566789,3%,-0.022384387,-2.238438702
Bitcoin,25/11/2021,57165.41797,59367.96875,57146.68359,57274.67969,57274.67969,34284016248,4%,0.017666069,1.766606937
Bitcoin,26/11/2021,58960.28516,59183.48047,53569.76563,53569.76563,53569.76563,41810748221,10%,-0.064686771,-6.468677054
Bitcoin,27/11/2021,53736.42969,55329.25781,53668.35547,54815.07813,54815.07813,30560857714,3%,0.023246555,2.324655495
Bitcoin,28/11/2021,54813.02344,57393.84375,53576.73438,57248.45703,57248.45703,28116886357,7%,0.04439251,4.439251004
Bitcoin,29/11/2021,57291.90625,58872.87891,56792.52734,57806.56641,57806.56641,32370840356,4%,0.009748898,0.974889812
Bitcoin,30/11/2021,57830.11328,59113.40234,56057.28125,57005.42578,57005.42578,36708594618,5%,-0.01385899,-1.385898999
Bitcoin,01/12/2021,56907.96484,59041.68359,56553.08203,57229.82813,57229.82813,36858195307,4%,0.003936509,0.393650851
Bitcoin,02/12/2021,57217.37109,57349.23438,55895.13281,56477.81641,56477.81641,32379968686,3%,-0.013140206,-1.314020579
Bitcoin,03/12/2021,56509.16406,57482.16797,52496.58594,53598.24609,53598.24609,39789134215,9%,-0.050985865,-5.098586482
Bitcoin,04/12/2021,53727.87891,53904.67969,42874.61719,49200.70313,49200.70313,61385677469,23%,-0.082046397,-8.204639684
Bitcoin,05/12/2021,49201.51953,49768.14844,47857.49609,49368.84766,49368.84766,37198201161,4%,0.003417523,0.341752293
Bitcoin,06/12/2021,49413.48047,50929.51953,47281.03516,50582.625,50582.625,37707308001,7%,0.024585896,2.458589579
Bitcoin,07/12/2021,50581.82813,51934.78125,50175.80859,50700.08594,50700.08594,33676814852,3%,0.00232216,0.232215978
Bitcoin,08/12/2021,50667.64844,51171.375,48765.98828,50504.79688,50504.79688,28479699446,5%,-0.003851849,-0.385184875
Bitcoin,09/12/2021,50450.08203,50797.16406,47358.35156,47672.12109,47672.12109,29603577251,7%,-0.056087262,-5.608726213
Bitcoin,10/12/2021,47642.14453,50015.25391,47023.69922,47243.30469,47243.30469,30966005122,6%,-0.008995119,-0.899511908
Bitcoin,11/12/2021,47264.63281,49458.21094,46942.34766,49362.50781,49362.50781,25775869261,5%,0.044857216,4.485721604
Bitcoin,12/12/2021,49354.85547,50724.86719,48725.85156,50098.33594,50098.33594,21939223599,4%,0.01490662,1.490661957
Bitcoin,13/12/2021,50114.74219,50205,45894.84766,46737.48047,46737.48047,32166727776,9%,-0.067085172,-6.708517171
Bitcoin,14/12/2021,46709.82422,48431.39844,46424.49609,46612.63281,46612.63281,34638619079,4%,-0.002671253,-0.267125346
Bitcoin,15/12/2021,48379.75391,49473.95703,46671.96484,48896.72266,48896.72266,36541828520,6%,0.04900152,4.900151967
Bitcoin,16/12/2021,48900.46484,49425.57422,47529.87891,47665.42578,47665.42578,27268150947,4%,-0.025181583,-2.51815829
Bitcoin,17/12/2021,47653.73047,48004.89453,45618.21484,46202.14453,46202.14453,32902725329,5%,-0.030699007,-3.069900722
Bitcoin,18/12/2021,46219.25391,47313.82813,45598.44141,46848.77734,46848.77734,26098292690,4%,0.013995732,1.399573156
Bitcoin,19/12/2021,46853.86719,48089.66406,46502.95313,46707.01563,46707.01563,25154053861,3%,-0.003025943,-0.302594276
Bitcoin,20/12/2021,46707.0625,47401.71875,45579.80859,46880.27734,46880.27734,30961902129,4%,0.003709544,0.370954377
Bitcoin,21/12/2021,46886.07813,49300.91797,46698.77344,48936.61328,48936.61328,27055803928,5%,0.043863562,4.386356169
Bitcoin,22/12/2021,48937.09766,49544.79688,48450.94141,48628.51172,48628.51172,24447979559,2%,-0.006295931,-0.629593145
Bitcoin,23/12/2021,48626.34375,51332.33984,48065.83594,50784.53906,50784.53906,28223878108,7%,0.044336692,4.433669194
Bitcoin,24/12/2021,50806.05078,51814.02734,50514.49609,50822.19531,50822.19531,24367912228,3%,0.00074149,0.074149044
Bitcoin,25/12/2021,50854.91797,51176.59766,50236.70703,50429.85938,50429.85938,19030650914,2%,-0.007719775,-0.771977549
Bitcoin,26/12/2021,50428.69141,51196.37891,49623.10547,50809.51563,50809.51563,20964372926,3%,0.007528402,0.752840192
Bitcoin,27/12/2021,50802.60938,51956.32813,50499.46875,50640.41797,50640.41797,24324345758,3%,-0.003328071,-0.332807062
Bitcoin,28/12/2021,50679.85938,50679.85938,47414.21094,47588.85547,47588.85547,33430376883,7%,-0.060259426,-6.025942562
Bitcoin,29/12/2021,47623.87109,48119.74219,46201.49609,46444.71094,46444.71094,30049226299,4%,-0.024042279,-2.404227881
Bitcoin,30/12/2021,46490.60547,47879.96484,46060.3125,47178.125,47178.125,26686491018,4%,0.015791121,1.579112126
Bitcoin,31/12/2021,47169.37109,48472.52734,45819.95313,46306.44531,46306.44531,36974172400,6%,-0.018476353,-1.847635292
Bitcoin,01/01/2022,46311.74609,47827.3125,46288.48438,47686.8125,47686.8125,24582667004,3%,0.029809396,2.980939647
BNB,01/01/2018,8.629529953,8.700570107,7.959219933,8.414609909,8.414609909,66422800,9%,-0.999823544,
BNB,02/01/2018,8.457699776,9.122590065,8.217180252,8.837770462,8.837770462,104789000,10%,0.05028879,5.028879028
BNB,03/01/2018,8.770139694,9.580780029,8.529179573,9.535880089,9.535880089,108852000,12%,0.0789916,7.899159972
BNB,04/01/2018,9.445839882,9.538490295,8.854129791,9.213990211,9.213990211,158819008,7%,-0.033755655,-3.375565489
BNB,05/01/2018,9.145680428,16.71769905,9.094679832,14.91720009,14.91720009,341504992,61%,0.61897286,61.89728604
BNB,06/01/2018,14.8689003,23.50819969,14.82120037,22.75979996,22.75979996,637020992,46%,0.525742084,52.57420845
BNB,07/01/2018,22.76910019,22.76910019,18.24250031,18.65679932,18.65679932,258050000,22%,-0.18027402,-18.02740204
BNB,08/01/2018,18.64649963,19.2166996,15.34710026,18.2609005,18.2609005,296617984,22%,-0.021220082,-2.122008241
BNB,09/01/2018,18.17399979,20.32029915,16.80139923,17.41180038,17.41180038,194750000,19%,-0.046498261,-4.649826075
BNB,10/01/2018,17.70789909,17.70789909,15.17080021,17.39080048,17.39080048,146582000,15%,-0.001206073,-0.120607335
BNB,11/01/2018,17.5666008,23.15250015,15.28629971,21.04269981,21.04269981,389228000,42%,0.209990296,20.99902959
BNB,12/01/2018,21.47579956,24.91209984,19.93040085,22.31629944,22.31629944,387537984,22%,0.060524535,6.052453515
BNB,13/01/2018,22.34530067,23.66690063,21.37339973,22.17440033,22.17440033,181676000,10%,-0.006358541,-0.635854118
BNB,14/01/2018,22.25349998,22.25349998,19.13800049,20.77729988,20.77729988,129239000,15%,-0.063005106,-6.300510624
BNB,15/01/2018,20.80039978,23.60479927,19.33090019,19.56469917,19.56469917,244154000,20%,-0.058361804,-5.836180423
BNB,16/01/2018,19.63400078,19.63400078,10.43500042,13.89190006,13.89190006,399951008,63%,-0.289950745,-28.99507455
BNB,17/01/2018,13.62300014,15.53779984,9.655340195,14.20320034,14.20320034,299411008,48%,0.022408762,2.240876167
BNB,18/01/2018,14.25059986,15.95960045,13.51270008,14.28040028,14.28040028,204899008,17%,0.00543539,0.54353902
BNB,19/01/2018,14.31060028,15.63510036,13.98900032,14.9406004,14.9406004,139882000,11%,0.046231205,4.623120545
BNB,20/01/2018,15.03419971,16.65239906,15.03419971,16.19029999,16.19029999,156744992,10%,0.083644536,8.364453633
BNB,21/01/2018,16.24889946,16.24889946,13.35910034,14.06830025,14.06830025,141562000,20%,-0.131066116,-13.10661163
BNB,22/01/2018,14.19869995,14.45030022,11.91460037,13.0145998,13.0145998,138026000,19%,-0.074898917,-7.489891661
BNB,23/01/2018,13.00150013,13.96269989,11.78499985,13.09350014,13.09350014,91706200,17%,0.006062448,0.606244821
BNB,24/01/2018,13.1906004,14.1906004,12.78919983,13.62870026,13.62870026,105736000,10%,0.040875252,4.08752521
BNB,25/01/2018,13.76049995,14.13739967,13.06499958,13.22840023,13.22840023,105648000,8%,-0.029371842,-2.937184166
BNB,26/01/2018,13.21090031,13.59049988,12.29469967,13.21819973,13.21819973,113429000,10%,-0.000771106,-0.077110613
BNB,27/01/2018,13.23320007,13.44139957,12.89420033,13.25300026,13.25300026,84009400,4%,0.002632774,0.263277377
BNB,28/01/2018,13.30169964,13.8125,13.2038002,13.54020023,13.54020023,93871104,5%,0.021670563,2.167056277
BNB,29/01/2018,13.54539967,13.67269993,12.67700005,12.76449966,12.76449966,71294304,8%,-0.057288707,-5.728870739
BNB,30/01/2018,12.77359962,12.77359962,11.0571003,11.2507,11.2507,59389600,14%,-0.118594517,-11.85945166
BNB,31/01/2018,11.26830006,11.41320038,10.56840038,11.14500046,11.14500046,50435000,8%,-0.00939493,-0.939493002
BNB,01/02/2018,11.1782999,11.39439964,8.707420349,9.515839577,9.515839577,82984200,27%,-0.146178628,-14.61786285
BNB,02/02/2018,9.407959938,10.45849991,7.218130112,9.652290344,9.652290344,91468200,37%,0.01433933,1.433933038
BNB,03/02/2018,9.696660042,10.2723999,8.611680031,9.749679565,9.749679565,56556200,18%,0.010089753,1.008975256
BNB,04/02/2018,9.745639801,9.745639801,8.102749825,8.458640099,8.458640099,49990000,18%,-0.132418656,-13.24186562
BNB,05/02/2018,8.427530289,8.551719666,6.129610062,6.705029964,6.705029964,55276900,33%,-0.207315847,-20.73158467
BNB,06/02/2018,6.806270123,8.555540085,5.590069771,8.288849831,8.288849831,97189904,43%,0.23621369,23.62136895
BNB,07/02/2018,8.315279961,9.224969864,7.351029873,8.095009804,8.095009804,77970304,23%,-0.023385636,-2.338563622
BNB,08/02/2018,8.093720436,8.721220016,8.093720436,8.595499992,8.595499992,82496000,7%,0.061827002,6.182700216
BNB,09/02/2018,8.606659889,9.889269829,8.343150139,9.730460167,9.730460167,9284,17%,0.132041205,13.20412048
BNB,10/02/2018,9.732729912,10.36320019,8.848520279,9.255970001,9.255970001,80123200,16%,-0.048763384,-4.876338401
BNB,11/02/2018,9.20086956,9.345479965,8.144450188,8.704910278,8.704910278,68554600,14%,-0.059535599,-5.953559949
BNB,12/02/2018,8.711449623,9.40375042,8.711449623,9.322469711,9.322469711,50792600,8%,0.070943802,7.09438022
BNB,13/02/2018,9.317669868,9.347940445,8.773369789,8.986780167,8.986780167,41593400,6%,-0.03600865,-3.600864954
BNB,14/02/2018,9.015910149,10.6498003,8.990240097,10.40060043,10.40060043,68781600,17%,0.157322227,15.73222267
BNB,15/02/2018,10.39070034,11.28390026,10.1012001,10.93109989,10.93109989,108962000,11%,0.051006618,5.100661848
BNB,16/02/2018,10.91489983,11.20160007,10.42949963,11.20160007,11.20160007,71131800,7%,0.024745925,2.474592546
BNB,17/02/2018,11.07649994,11.87069988,10.9527998,11.68929958,11.68929958,76093504,8%,0.043538379,4.353837893
BNB,18/02/2018,11.69260025,11.70030022,10.68010044,10.70240021,10.70240021,62044700,9%,-0.084427589,-8.442758857
BNB,19/02/2018,10.66679955,11.19489956,10.65149975,11.07569981,11.07569981,54898800,5%,0.034879989,3.487998874
BNB,20/02/2018,11.09130001,11.19270039,9.793399811,9.904509544,9.904509544,66512400,13%,-0.105744132,-10.5744132
BNB,21/02/2018,9.877670288,10.19419956,9.147250175,9.380789757,9.380789757,55087600,11%,-0.052876903,-5.287690271
BNB,22/02/2018,9.404740334,9.808750153,8.71296978,8.904029846,8.904029846,47216100,12%,-0.050823003,-5.082300349
BNB,23/02/2018,8.873399734,9.733030319,8.660570145,9.692110062,9.692110062,53626800,12%,0.088508263,8.850826301
BNB,24/02/2018,9.687520027,9.835370064,8.777970314,9.141909599,9.141909599,48709200,11%,-0.056767872,-5.676787189
BNB,25/02/2018,9.153240204,9.494409561,8.942580223,9.346599579,9.346599579,43814500,6%,0.022390287,2.239028699
BNB,26/02/2018,9.369259834,10.06499958,9.130149841,9.902319908,9.902319908,53540300,10%,0.059456953,5.945695272
BNB,27/02/2018,9.965530396,11.09619999,9.818590164,10.65989971,10.65989971,97184400,12%,0.076505285,7.650528467
BNB,28/02/2018,10.69489956,11.18280029,10.39260006,10.4382,10.4382,69036400,7%,-0.020797542,-2.079754225
BNB,01/03/2018,10.44820023,10.67140007,10.32960033,10.50969982,10.50969982,72474200,3%,0.006849823,0.68498232
BNB,02/03/2018,10.45689964,10.54039955,10.1420002,10.22480011,10.22480011,46449100,4%,-0.027108263,-2.710826346
BNB,03/03/2018,10.28569984,10.44550037,10.12510014,10.21790028,10.21790028,40001900,3%,-0.000674814,-0.067481355
BNB,04/03/2018,10.20720005,10.38980007,9.90116024,10.34809971,10.34809971,37886900,5%,0.012742288,1.274228842
BNB,05/03/2018,10.40380001,10.43550014,10.10099983,10.11050034,10.11050034,38605100,3%,-0.022960677,-2.29606768
BNB,06/03/2018,10.15480042,10.15480042,9.151280403,9.384380341,9.384380341,38182600,10%,-0.071818404,-7.181840374
BNB,07/03/2018,9.395290375,10.12679958,8.236909866,9.034879684,9.034879684,79740800,21%,-0.037242806,-3.724280597
BNB,08/03/2018,9.035679817,9.137490273,8.118390083,8.310440063,8.310440063,48535100,12%,-0.080182542,-8.018254213
BNB,09/03/2018,8.261369705,8.332420349,7.174230099,8.313070297,8.313070297,46893300,15%,0.000316498,0.031649753
BNB,10/03/2018,8.267120361,8.354510307,7.633540154,7.671659946,7.671659946,41645000,9%,-0.077156854,-7.715685395
BNB,11/03/2018,7.648749828,8.419449806,7.380760193,8.272379875,8.272379875,45451700,13%,0.078303774,7.830377427
BNB,12/03/2018,8.299110413,8.54761982,7.743690014,8.039270401,8.039270401,51188100,10%,-0.028179252,-2.817925164
BNB,13/03/2018,7.998960018,11.00160027,7.902440071,10.11520004,10.11520004,216111008,33%,0.258223637,25.8223637
BNB,14/03/2018,10.13000011,10.6718998,8.550769806,8.959210396,8.959210396,124112000,22%,-0.114282431,-11.42824306
BNB,15/03/2018,8.944560051,9.401320457,8.419529915,9.099080086,9.099080086,104531000,11%,0.015611832,1.561183227
BNB,16/03/2018,9.132510185,9.392580032,8.639610291,9.111319542,9.111319542,97626000,8%,0.001345131,0.134513116
BNB,17/03/2018,9.198960304,9.502440453,8.664979935,8.987739563,8.987739563,94679904,9%,-0.013563346,-1.356334594
BNB,18/03/2018,8.957420349,8.962949753,7.858479977,8.951849937,8.951849937,94840304,13%,-0.003993176,-0.399317596
BNB,19/03/2018,9.090000153,9.261369705,8.496060371,8.992739677,8.992739677,97938896,9%,0.004567742,0.456774189
BNB,20/03/2018,8.987179756,9.241350174,8.655269623,9.16092968,9.16092968,96919504,7%,0.018702866,1.87028657
BNB,21/03/2018,9.166540146,10.29329967,9.08082962,9.982000351,9.982000351,131761000,13%,0.08962744,8.962743955
BNB,22/03/2018,10.0284996,10.9059,9.572520256,10.06630039,10.06630039,112305000,13%,0.008445205,0.844520519
BNB,23/03/2018,10.04979992,11.97679996,9.535449982,11.73760033,11.73760033,157246000,23%,0.166029213,16.60292132
BNB,24/03/2018,11.70610046,14.83870029,11.60270023,13.08909988,13.08909988,255358000,25%,0.115142748,11.51427481
